ID	Gene symbol ID	Gene symbol ID_1	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000012048	BRCA1	BRCA1	2.81170100084722	426.773887385763	0.401405669897799	3.71555086724233	2.02761467963283E-4	6.34689114944607E-4
ENSG00000048392	RRM2B	RRM2B	-7.90554738145035	1935.19857763072	0.125870133596455	-23.6979597404434	3.78463898244266E-124	3.11728097520527E-121
ENSG00000077238	IL4R	IL4R	1.67165118125839	542.597331613035	0.180025236252683	4.1176106813932	3.82820688021097E-5	1.37962404604748E-4
ENSG00000090339	ICAM1	ICAM1	37.5155859900186	1322.72279158532	0.506307628580546	10.3285391980539	5.23517532698547E-25	1.43098653019702E-23
ENSG00000096968	JAK2	JAK2	-2.79267787943466	125.18100216681	0.212700206089263	-6.96590381007725	3.2630204331688E-12	3.32080868630976E-11
ENSG00000101266	CSNK2A1	CSNK2A1	-1.02871897449663	2654.56376201827	0.0727090195788001	-0.561813661964858	0.57424298283527	0.656923338234237
ENSG00000105229	PIAS4	PIAS4	1.59036744660895	238.414350864349	0.183434899775883	3.64903370330909	2.63228571687001E-4	8.00440315823995E-4
ENSG00000105325	FZR1	FZR1	-1.17569802183596	530.841924558971	0.118624260345507	-1.96854800778058	0.0490050180408945	0.0832357709506807
ENSG00000112592	TBP	TBP	1.69090124514421	336.181559475687	0.261564401948291	2.89715419171657	0.00376564627351761	0.00869292969157514
ENSG00000115414	FN1	FN1	-72.850807939301	524914.569562351	0.383173702861622	-16.1463926700114	1.20400032826163E-58	1.34012829330382E-56
ENSG00000115750	TAF1B	TAF1B	2.38999618540016	418.036682270635	0.161130063389048	7.80120288621359	6.13198340971652E-15	8.2438144751956E-14
ENSG00000116017	ARID3A	ARID3A	-3.6990940347019	146.030527861295	0.161076894936301	-11.7159694221673	1.05576632414632E-31	4.10188457070057E-30
ENSG00000123384	LRP1	LRP1	-11.2854845992542	4195.86680708256	0.738467093636864	-4.7346679280219	2.19414040612226E-6	1.00031751725611E-5
ENSG00000131788	PIAS3	PIAS3	-2.50435049251263	1663.88060979324	0.0983125960063026	-13.4716866440637	2.29561459312157E-41	1.39715853684813E-39
ENSG00000135046	ANXA1	ANXA1	1.3986171155233	6589.28137875795	0.132002896826396	3.66659427156628	2.45802327644583E-4	7.53009610227828E-4
ENSG00000135605	TEC	TEC	2.31956219602993	53.9402887646969	0.279539339883117	4.34233167752585	1.40978486812963E-5	5.52072648042522E-5
ENSG00000136603	SKIL	SKIL	-7.59231835731579	1469.52647289527	0.301516572536209	-9.69943530267081	3.03171887684614E-22	7.12108112612814E-21
ENSG00000149948	HMGA2	HMGA2	-5.0206128055516	2574.91505202895	0.19187403154004	-12.132248687298	7.12652290682421E-34	3.1002883983737E-32
ENSG00000163235	TGFA	TGFA	24.4348958047223	576.419339327846	0.219617303636577	20.9950262169471	7.28227526475166E-98	3.21330396057167E-95
ENSG00000169679	BUB1	BUB1	6.50897385801608	1246.26234692544	0.384016059495056	7.0372841268605	1.96022887844352E-12	2.04204281561296E-11
ENSG00000170836	PPM1D	PPM1D	-1.64165843490849	298.497426833334	0.128715157115421	-5.55609771060214	2.75872481289299E-8	1.7016497784969E-7
ENSG00000171150	SOCS5	SOCS5	-1.95972712512432	645.73225370316	0.126688702193675	-7.66171543982251	1.83465792212154E-14	2.34407431518218E-13
ENSG00000197467	COL13A1	COL13A1	70.9840186926306	304.76677411731	0.43122295015683	14.2604245580342	3.86098406482202E-46	2.66494179446235E-44
