A1BG-AS1	4.92850766	4.94388316	5.21602935	5.03262378
A4GALT	7.56921686	7.21328122	7.54470049	7.15048492
AAAS	8.91616856	8.9397346	8.91861739	8.96728087
AACS	8.87023008	8.60744796	8.79258487	8.58500572
AADAT	5.46586879	6.13063214	5.51263639	6.27133674
AAED1	8.12157575	8.07418601	7.95690038	8.1106439
AAGAB	8.99812899	9.186406	9.04780475	9.21414317
AAK1	9.47943116	9.57147533	9.59682216	9.56341408
AAMDC	6.6548844	6.29986201	6.32714287	6.31888755
AAMP	9.73187319	9.88535095	9.64139145	9.86264341
AAR2	9.48487747	9.45595242	9.48009507	9.26918049
AARS	11.78721709	10.58745854	11.8209791	10.58895768
AARS2	7.09269303	7.67089146	7.25255155	7.68893558
AASDH	7.8423471	7.81115422	7.88957369	7.80052036
AASDHPPT	9.85968303	9.9753811	9.83887999	9.98330888
AASS	9.25248713	9.34434305	9.25583437	9.40270218
AATF	10.66054945	10.88811161	10.66134218	10.88563694
ABAT	5.36845469	4.53273414	5.19289218	4.51369792
ABCA1	9.92995144	8.99340485	10.01696604	9.06503067
ABCA11P	6.17744559	6.16509534	6.01621807	6.31266758
ABCA2	9.88300713	9.07933078	9.86293678	9.03373588
ABCA3	7.40712995	5.43925668	7.3206138	5.55748224
ABCA5	7.01885479	6.30897408	7.35687508	6.69963726
ABCA6	6.84087358	5.97649053	6.79797668	5.82147491
ABCA7	6.86507333	6.21529004	7.01235439	6.20895233
ABCB10	8.9612926	9.38906023	8.96301065	9.46493963
ABCB6	7.54107704	7.36743569	7.39653683	7.37828333
ABCB7	8.82088749	8.68583031	8.85836645	8.79146549
ABCB8	7.84020343	7.84019883	7.80561804	7.86265239
ABCB9	6.16455322	5.96827774	6.02905323	6.21876332
ABCC1	11.2041699	10.85477054	11.19501024	10.83870971
ABCC10	7.81523487	7.88061448	7.91664694	7.81787916
ABCC3	11.46658295	10.56872826	11.46204194	10.54601253
ABCC4	9.31750343	9.33767786	9.35322646	9.3754668
ABCC5	7.87152229	7.99990062	7.73806731	8.18230905
ABCD1	8.11856582	7.72440486	8.20097222	7.63120684
ABCD2	3.58122312	3.13561243	3.233543	3.02964234
ABCD3	10.17825506	10.61949791	10.2363129	10.60131856
ABCD4	8.5790264	8.18823978	8.56689215	8.26453189
ABCE1	11.39383534	11.95514968	11.42662239	11.98560645
ABCF1	11.05857687	11.3225747	11.03120472	11.29449801
ABCF2	10.8319774	11.18532915	10.81855998	11.1776386
ABCF3	9.31367619	9.39636783	9.31074011	9.36690898
ABCG1	8.12433793	5.80497437	8.05415176	5.97843232
ABHD10	8.84297395	9.31557883	8.8763857	9.30484381
ABHD11	6.89860744	7.39985258	6.97670075	7.40119855
ABHD12	9.74125131	9.68705564	9.70725259	9.68466688
ABHD13	8.14430194	8.19450634	8.15233273	8.25054591
ABHD14A	7.28641245	7.13947793	7.14579498	7.13577358
ABHD14B	9.43645861	9.17140421	9.42351852	9.12515296
ABHD15	7.79995617	7.73111032	7.70465492	7.73879203
ABHD16A	8.75488066	8.46953693	8.70054799	8.4442884
ABHD17A	7.71361509	7.80422592	7.69430978	7.77145797
ABHD17B	7.95092604	7.89666362	7.91330507	7.97782108
ABHD17C	8.36798216	8.3267674	8.43140233	8.32735336
ABHD18	7.39133371	7.4586586	7.43734664	7.4994888
ABHD2	11.30640275	10.62638423	11.25753938	11.06163318
ABHD3	6.92854282	7.40366979	6.95883125	7.42339714
ABHD4	9.87146792	8.9622069	9.78543472	8.977915
ABHD5	9.6632653	10.16701279	9.6444221	10.23955216
ABHD6	7.42713508	7.52914891	7.41630598	7.53728633
ABHD8	7.98823398	7.45218438	7.84990485	7.4918555
ABI1	10.02706351	10.01658839	10.0246409	9.91724238
ABI2	9.95388818	10.23844092	10.02540868	9.68382479
ABL1	10.43212696	10.34419772	10.40961649	10.40620234
ABL2	10.79890777	10.47942213	10.85477899	10.20238303
ABLIM1	10.71824938	10.59421967	10.93075828	10.63333809
ABLIM2	8.01251686	6.36486895	8.0004229	6.57892857
ABLIM3	11.70632326	11.63454116	11.65762104	11.64332564
ABR	10.93316454	10.68742773	10.91880592	10.64380031
ABRACL	7.59798509	7.61554409	7.70595269	7.58356905
ABRAXAS1	8.92797005	8.8396403	8.96205246	8.4250722
ABRAXAS2	9.08426655	9.26210841	9.12506267	9.2520981
ABT1	8.46181644	8.8130546	8.47120538	8.81277531
ABTB1	7.27057724	6.12575188	7.35742772	6.22531726
ABTB2	8.29450893	8.19540753	8.32051063	8.08941322
ACAA1	8.24734049	8.06053105	8.29703764	8.11735381
ACAA2	9.26592576	9.28889989	9.27886849	9.2878005
ACACA	10.85619774	10.66451206	10.88835148	10.62703733
ACACB	6.0217401	5.94859764	5.85797429	6.04500308
ACAD10	7.1444188	6.50354901	7.34832527	6.79510852
ACAD11	3.74388926	3.91763865	4.18113706	4.16531062
ACAD8	7.91886892	7.94238291	7.92525465	7.89490411
ACAD9	8.85543735	8.90833205	8.76164374	8.96913481
ACADM	9.21653129	9.47051461	9.29410798	9.34293867
ACADS	6.41106593	5.90141182	6.47230551	5.85704571
ACADSB	9.00085492	9.02984119	8.98202867	9.03867182
ACADVL	10.69186917	10.72318219	10.64190138	10.70329819
ACAP2	10.12568998	10.17590296	10.19628241	10.25758954
ACAP3	8.25910707	8.28041958	8.18267843	8.40316913
ACAT1	10.28759871	10.34822021	10.29055515	10.30210436
ACAT2	9.19963229	9.73778107	9.24258706	9.76434256
ACBD3	10.32784487	10.17553012	10.35917275	10.18427934
ACBD4	6.61679093	5.9107544	6.27567384	5.73802295
ACBD5	9.44111559	9.6004991	9.38106179	9.66192137
ACBD6	9.58379674	9.56693133	9.69034429	9.62430478
ACBD7	5.21588903	5.17689668	5.01894583	5.42013552
ACD	7.89152404	8.29432688	7.88276158	8.28258911
ACER2	3.71485404	3.829709	3.6517442	3.70087413
ACER3	9.36940226	9.42582306	9.31310063	9.08986137
ACIN1	11.15166304	11.47549344	11.15583987	11.48144141
ACKR3	6.04475462	5.51664025	5.88200692	5.35824595
ACLY	11.98074144	12.14465686	11.9580039	12.12358986
ACO1	11.23179374	11.20444487	11.26405046	11.236331
ACO2	10.16886657	10.1127927	10.16785134	10.03528857
ACOT1	6.92941372	6.56502439	6.82741598	6.43684305
ACOT13	8.42823483	8.2604246	8.35923578	8.25652836
ACOT2	8.01235875	7.58511968	7.89234188	7.5810995
ACOT7	9.95511931	10.09428014	9.92058079	10.10505306
ACOT8	7.7068797	7.26770461	7.57466107	7.20265612
ACOT9	10.36618123	10.45125392	10.39794529	10.46423139
ACOX1	9.11164377	8.94808758	9.15730628	8.95218788
ACOX2	5.80141213	6.19159187	5.77491419	6.32992027
ACOX3	7.59052845	7.36605243	7.54540858	7.52594853
