ID	Ensembl ID	Average Intensity	UniProt ID	Gene symbol ID
MO000000394	ENSG00000206503	2486.0731538540867	P04439,P16188	
MO000001105	ENSG00000109321	5.04718390936799	P15514	
MO000001471	ENSG00000123268	93.18041430340506	P18846	
MO000001760	ENSG00000136573	4.420479595708675	P51451	
MO000002316	ENSG00000164733	1525.2980137020068	P07858	
MO000002361	ENSG00000120837	6.82791351644977	P25208	
MO000002558	ENSG00000026508	3747.004446580857	P16070-4	CD44
MO000003223	ENSG00000157227	61.61675411455429	P50281	MMP14
MO000003497	ENSG00000103653	37.13299949101882	P41240	CSK
MO000004672	ENSG00000102882	115.8390833947533	P27361	
MO000004677	ENSG00000100030	477.72726263684467	P28482	
MO000004681	ENSG00000069956	19.093763527640075	Q16659	
MO000004888	ENSG00000169398	75.03996596021061	Q05397-5	PTK2
MO000004928	ENSG00000026103	NaN		FAS
MO000005078	ENSG00000129682	NaN		FGF13
MO000005412	ENSG00000010810	9.407487644225931	P06241	FYN
MO000005460	ENSG00000104064	2.3242342883340408	Q06547-2	
MO000005463	ENSG00000104064	2.3242342883340408	Q06547-2	
MO000005612	ENSG00000146535	64.23158380742171	Q03113	
MO000006707	ENSG00000137309	7540.4307910267835	P17096,P17096-2	
MO000006710	ENSG00000137309	7540.4307910267835	P17096,P17096-2	
MO000007225	ENSG00000140443	NaN		IGF1R
MO000007258	ENSG00000167244	12.42460074989855	P01344	
MO000007331	ENSG00000150782	65.95523202916087	Q14116	
MO000007821	ENSG00000107643	24.878764667950193	P45983-3	MAPK8
MO000007834	ENSG00000130522	321.681039178161	P17535	
MO000007897	ENSG00000077150	21.958348474858134	Q00653,Q00653-4	
MO000007919	ENSG00000070770	119.2247462523495	P19784	
MO000008180	ENSG00000055332	176.43568744078314	P19525	
MO000008230	ENSG00000078061	18.346819428833804	P10398	
MO000008400	ENSG00000143815	314.8058871314711	Q14739	
MO000009253	ENSG00000162889	70.90071932355602	P49137	
MO000009339	ENSG00000112062	388.1837785177519	Q16539,Q16539-2	
MO000009386	ENSG00000169032	620.141968580609	Q02750	MAP2K1
MO000009396	ENSG00000126934	605.7402042930701	P36507	
MO000009403	ENSG00000034152	168.70007706867136	P46734	
MO000009415	ENSG00000108984	15.325587029775981	P52564	
MO000009440	ENSG00000197081	70.1707900600904	P11717	
MO000009772	ENSG00000141905	40.458042413153244	P08651-2,P08651-4	
MO000010971	ENSG00000113721	NaN		PDGFRB
MO000011144	ENSG00000149782	1743.3788051005465	Q01970	
MO000011505	ENSG00000171867	341.2210523180741	P04156-2	
MO000011878	ENSG00000080839	0.23172931459783305	P28749	
MO000012556	ENSG00000110876	NaN		SELPLG
MO000013121	ENSG00000170581	3.1133469799445965	P52630	
MO000013123	ENSG00000168610	167.9039331818393	P40763,P40763-2	STAT3
MO000013125	ENSG00000126561	NaN		STAT5A
MO000013132	ENSG00000173757	4.539939937229947	P51692	STAT5B
MO000013248	ENSG00000165417	42.482881997207954	P52655	
MO000013252	ENSG00000140307	95.58591480173035	P52657	
MO000013292	ENSG00000153767	1.2725296441111986	P29083	
MO000013295	ENSG00000197265	1.253537127844955	P29084	
MO000013300	ENSG00000125651	91.30892915321557	P35269	
MO000013458	ENSG00000198176	6.413812399564506	Q14186	TFDP1
MO000013471	ENSG00000135605	NaN		TEC
MO000013669	ENSG00000181104	3.0196322314523467	P25116	
MO000013691	ENSG00000100234	2243.181867202556	P35625	
MO000014018	ENSG00000137801	279.25574014539933	P07996	THBS1
MO000016582	ENSG00000070831	4564.005834817055	P60953,P60953-1	CDC42
MO000016584	ENSG00000135341	9.80472830566038	O43318	
MO000016585	ENSG00000135341	9.80472830566038	O43318	
MO000016587	ENSG00000135341	9.80472830566038	O43318	
MO000016677	ENSG00000146648	258.9332697492885	P00533	EGFR
MO000016975	ENSG00000044115	251.44904694218832	P35221	
MO000016977	ENSG00000039068	NaN		CDH1
MO000016989	ENSG00000082701	33.167216033505284	P49841	GSK3B
MO000017006	ENSG00000185338	NaN		SOCS1
MO000017049	ENSG00000168036	NaN		CTNNB1
MO000017421	ENSG00000142208	65.69992907502574	P31749	
MO000017447	ENSG00000106799	8.472859760362425	P36897-3	TGFBR1
MO000017650	ENSG00000105723	68.08457347353482	P49840	
MO000017774	ENSG00000139687	14.648864583670104	P06400	RB1
MO000018136	ENSG00000134954	1.0164860807212401	P14921	
MO000018201	ENSG00000174021	586.5882511573918	P63218	
MO000018459	ENSG00000140575	1319.0515200363002	P46940	
MO000018481	ENSG00000169252	1.5489331709760097	P07550	
MO000018683	ENSG00000164251	19.67664306263574	P55085	
MO000018780	ENSG00000198668	NaN		CALM1
MO000018848	ENSG00000109332	1453.818563825086	P61077	
MO000018875	ENSG00000173801	69.02919528858862	P14923	
MO000018880	ENSG00000198561	148.91287057714408	O60716-11,O60716-3	
MO000018890	ENSG00000198561	148.91287057714408	O60716-11,O60716-3	
MO000018892	ENSG00000198561	148.91287057714408	O60716-11,O60716-3	
MO000018898	ENSG00000198561	148.91287057714408	O60716-11,O60716-3	
MO000018902	ENSG00000101266	NaN		CSNK2A1
MO000018903	ENSG00000204435	1135.2709338086268	P67870	
MO000018962	ENSG00000141736	23.687306720390275	P04626-4	ERBB2
MO000018993	ENSG00000125398	7.353028004401891	P48436	
MO000019070	ENSG00000101966	9.310844517234326	P98170	
MO000019071	ENSG00000100324	18.032206194217252	Q15750	
MO000019078	ENSG00000080815	NaN		PSEN1
MO000019107	ENSG00000005339	2.526479531347272	Q92793	CREBBP
MO000019148	ENSG00000186868	NaN		MAPT
MO000019160	ENSG00000102871	7.9678550491752755	Q15628	
MO000019174	ENSG00000142627	395.21539888893017	P29317	
MO000019229	ENSG00000150991	NaN		UBC
MO000019245	ENSG00000137275	68.67880442852857	Q13546	
MO000019253	ENSG00000182866	6.69872677195853	P06239	LCK
MO000019259	ENSG00000110395	34.89653254627652	P22681	CBL
MO000019310	ENSG00000104365	12.373726233721133	O14920	
MO000019311	ENSG00000213341	5.218629932884591	O15111	CHUK
MO000019316	ENSG00000104825	29.006581067938292	Q15653	
MO000019318	ENSG00000146232	19.43678799901217	O00221	
MO000019319	ENSG00000160949	2.9919473698481567	Q96HA7	
MO000019320	ENSG00000069399	NaN		BCL3
MO000019321	ENSG00000070061	50.581890801833154	O95163	
MO000019333	ENSG00000183735	9.990953891606608	Q9UHD2	
MO000019341	ENSG00000108984	15.325587029775981	P52564	
MO000019345	ENSG00000184216	10.966904492917475	P51617-2	
MO000019348	ENSG00000172936	53.98246437810562	Q99836	
MO000019356	ENSG00000109320	37.44628244619395	P19838	NFKB1
MO000019359	ENSG00000109320	37.44628244619395	P19838	NFKB1
MO000019362	ENSG00000150782	65.95523202916087	Q14116	
MO000019365	ENSG00000077150	21.958348474858134	Q00653,Q00653-4	
MO000019381	ENSG00000172216	7.9560164215610705	P17676	CEBPB
MO000019401	ENSG00000162434	4.913624012847647	P23458	JAK1
MO000019428	ENSG00000159352	1218.4595340768547	P55036	
MO000019434	ENSG00000125818	392.0941784767997	Q92530	
MO000019436	ENSG00000134352	25.08179543085707	P40189	
MO000019437	ENSG00000132341	10696.01408743921	P62826	
MO000019438	ENSG00000055130	68.05117173261286	Q13616	
MO000019439	ENSG00000113558	1027.713377032425	P63208	
MO000019440	ENSG00000100387	61.25803473865143	P62877	
MO000019441	ENSG00000159593	92.78402932261926	Q13564	
MO000019442	ENSG00000144744	191.99744364924754	Q8TBC4	
MO000019453	ENSG00000130725	1032.2335263399882	P61081	
MO000019454	ENSG00000099804	52.24528539839161	P49427	
MO000019455	ENSG00000129559	2044.0619558427443	Q15843	
MO000019469	ENSG00000177606	44.46251991891073	P05412	JUN
MO000019480	ENSG00000118260	84.7909078556718	P16220	
MO000019481	ENSG00000149269	308.8924104418735	Q13153	PAK1
MO000019482	ENSG00000158092	7.79719005435511	P16333	NCK1
MO000019505	ENSG00000115415	150.39617030060302	P42224	STAT1
MO000019506	ENSG00000115415	150.39617030060302	P42224	STAT1
MO000019507	ENSG00000136238	4930.566613686957	P63000,P63000-2	
MO000019521	ENSG00000115415	150.39617030060302	P42224	STAT1
MO000019548	ENSG00000141510	204.22253568233248	P04637	TP53
MO000019558	ENSG00000125952	44.6888128849475	P61244-2	
MO000019559	ENSG00000125952	44.6888128849475	P61244-2	
MO000019609	ENSG00000170365	56.89095010855051	Q15797	
MO000019613	ENSG00000136997	NaN		MYC
MO000019614	ENSG00000113580	47.34567717900376	P04150	NR3C1
MO000019619	ENSG00000186350	8.112546510434683	P19793	
MO000019622	ENSG00000263001	155.17835633175878	P78347-2,P78347-4	
MO000019673	ENSG00000145675	NaN		PIK3R1
MO000019676	ENSG00000105647	4.100674960467992	O00459	PIK3R2
MO000019696	ENSG00000198742	1.0606383661357583	Q9HCE7-2	
MO000019721	ENSG00000169756	107.00830383448154	P48059,P48059-3	
MO000019759	ENSG00000156735	1.2650493238426592	O95429	
MO000019765	ENSG00000077782	3.97641315230415	P11362-4	
MO000019766	ENSG00000068078	4.81124022295364	P22607-3	
MO000019768	ENSG00000066468	3.583680989113617	P21802-8	
MO000019779	ENSG00000175387	174.31321561585594	Q15796-2	SMAD2
MO000019780	ENSG00000166949	194.30466370574482	P84022	SMAD3
MO000019789	ENSG00000108312	30.93170333994172	P17480	
MO000019792	ENSG00000120868	1.3584079912634195	O14727-4	
MO000019874	ENSG00000103363	1713.9167466838799	Q15370	
MO000019876	ENSG00000154582	3107.273060182379	Q15369	
MO000019879	ENSG00000011007	5.030214326345993	Q14241	
MO000019948	ENSG00000130985	3616.8892954825697	P22314	
MO000019949	ENSG00000078140	497.85711437719505	P61086	
MO000019973	ENSG00000116030	278.7445194417527	P63165	
MO000019975	ENSG00000103275	1292.2845609219717	P63279	UBE2I
MO000019985	ENSG00000100393	2.2722006353915436	Q09472	EP300
MO000019986	ENSG00000142230	183.06259786382122	Q9UBE0	
MO000019987	ENSG00000126261	151.46253980376412	Q9UBT2	
MO000020073	ENSG00000072401	1421.7002999904118	P51668	
MO000020094	ENSG00000100225	7.071201797752183	Q9Y3I1	
MO000020139	ENSG00000120899	NaN		PTK2B
MO000020146	ENSG00000127191	17.636307388539308	Q12933-3	
MO000020150	ENSG00000120899	NaN		PTK2B
MO000020163	ENSG00000142949	4.961795453173329	P10586-2	PTPRF
MO000020169	ENSG00000168040	53.68935110375887	Q13158	
MO000020220	ENSG00000064012	41.871167986078945	Q14790	CASP8
MO000020223	ENSG00000064012	41.871167986078945	Q14790	CASP8
MO000020269	ENSG00000204209	9.376331832101156	Q9UER7	DAXX
MO000020276	ENSG00000130396	33.190367138234805	P55196,P55196-3	
MO000020309	ENSG00000156709	223.40708650875064	O95831	
MO000020319	ENSG00000106211	6423.695725195557	P04792	
MO000020321	ENSG00000213585	6045.798077540646	P21796	
MO000020322	ENSG00000165637	4392.959042488266	P45880-2	
MO000020323	ENSG00000078668	1059.0006030160332	Q9Y277	
MO000020324	ENSG00000105329	11.54220153541095	P01137	TGFB1
MO000020339	ENSG00000184047	187.57582532680067	Q9NR28-2	
MO000020360	ENSG00000174775	298.9472738609477	P01112	HRAS
MO000020362	ENSG00000132906	NaN		CASP9
MO000020395	ENSG00000160049	125.912674805042	O00273,O00273-2	
MO000020396	ENSG00000143799	431.77095907181086	P09874	
MO000020397	ENSG00000164305	41.57532160681977	P42574	CASP3
MO000020402	ENSG00000141646	NaN		SMAD4
MO000020414	ENSG00000108854	13.038783615717435	Q9HAU4	SMURF2
MO000020487	ENSG00000171552	222.6670607040499	Q07817-3	
MO000020491	ENSG00000163466	882.9931425609914	O15144	
MO000020492	ENSG00000138071	2428.33962695816	P61160	
MO000020493	ENSG00000115091	2053.649709550006	P61158	
MO000020494	ENSG00000130429	1075.4445838051984	O15143	
MO000020495	ENSG00000111229	1781.6182923038555	O15145	
MO000020496	ENSG00000241553	1121.7745361874945	P59998	
MO000020497	ENSG00000162704	918.0505477225437	O15511	
MO000020519	ENSG00000087088	439.7488107830744	Q07812-8	
MO000020527	ENSG00000129675	2.445285724614951	Q15052	
MO000020530	ENSG00000102606	41.09328632743282	Q14155-1	
MO000020561	ENSG00000124762	4.440371940796426	P38936	CDKN1A
MO000020586	ENSG00000130669	97.51679977294273	O96013	
MO000020587	ENSG00000015475	96.3890441600036	P55957	
MO000020600	ENSG00000102606	41.09328632743282	Q14155-1	
MO000020609	ENSG00000143799	431.77095907181086	P09874	
MO000020610	ENSG00000143799	431.77095907181086	P09874	
MO000020613	ENSG00000164305	41.57532160681977	P42574	CASP3
MO000020615	ENSG00000164305	41.57532160681977	P42574	CASP3
MO000020628	ENSG00000097007	NaN		ABL1
MO000020635	ENSG00000113658	59.52751748700976	Q99717	SMAD5
MO000020656	ENSG00000030110	8.488519042290477	Q16611	
MO000020665	ENSG00000108262	6.767385125148084	Q9Y2X7-3	
MO000020672	ENSG00000158195	80.64282208909938	Q9Y6W5	
MO000020697	ENSG00000175866	47.13794388051615	Q9UQB8-2,Q9UQB8-4	
MO000020701	ENSG00000118689	0.36812263616642615	O43524	
MO000020715	ENSG00000115935	15.76245413644662	O43516	
MO000020730	ENSG00000108518	143025.45620669005	P07737	
MO000020731	ENSG00000070087	55.567805336462115	P35080-2	PFN2
MO000020784	ENSG00000149177	24.865759200800838	Q12913	
MO000020808	ENSG00000177885	187.9603652582619	P62993	GRB2
MO000020868	ENSG00000124181	15.734852453789923	P19174-2	PLCG1
MO000020905	ENSG00000099250	62.0307132123977	O14786	
MO000020942	ENSG00000118257	3.485722765443068	O60462-4	
MO000020951	ENSG00000160691	40.76409565041987	P29353,P29353-6	SHC1
MO000020952	ENSG00000143727	550.0664685004424	P24666,P24666-2	
MO000020953	ENSG00000160691	40.76409565041987	P29353,P29353-6	SHC1
MO000020954	ENSG00000160691	40.76409565041987	P29353,P29353-6	SHC1
MO000020967	ENSG00000108424	4024.6286621940662	Q14974	
MO000020975	ENSG00000088986	1824.636676175504	P63167	DYNLL1
MO000021036	ENSG00000064012	41.871167986078945	Q14790	CASP8
MO000021041	ENSG00000089159	760.8995705839809	P49023-2	PXN
MO000021052	ENSG00000259207	NaN		ITGB3
MO000021128	ENSG00000204389	NaN		HSPA1A
MO000021133	ENSG00000105401	1229.420259934702	Q16543	
MO000021138	ENSG00000120868	1.3584079912634195	O14727-4	
MO000021148	ENSG00000088832	14321.920159889218	P62942	
MO000021169	ENSG00000160293	6.424097243986979	P52735,P52735-3	
MO000021172	ENSG00000132155	11.984172105543447	P04049	
MO000021178	ENSG00000132906	NaN		CASP9
MO000021179	ENSG00000132906	NaN		CASP9
MO000021185	ENSG00000120693	99.05459722881189	O15198-2	SMAD9
MO000021242	ENSG00000135341	9.80472830566038	O43318	
MO000021251	ENSG00000142867	76.31489597976093	O95999	
MO000021274	ENSG00000105974	3034.498095041723	Q03135	CAV1
MO000021284	ENSG00000103490	4.274252151689604	Q9ULZ3,Q9ULZ3-2	
MO000021287	ENSG00000105329	11.54220153541095	P01137	TGFB1
MO000021293	ENSG00000128245	4344.7830492385565	Q04917	
MO000021305	ENSG00000092969	13.664254524036819	P61812	
MO000021311	ENSG00000137752	NaN		CASP1
MO000021316	ENSG00000138032	68.24269646748863	O75688,O75688-2	
MO000021343	ENSG00000096968	NaN		JAK2
MO000021373	ENSG00000179295	181.97356175760711	Q06124,Q06124-2	PTPN11
MO000021383	ENSG00000196396	560.9291721775753	P18031	PTPN1
MO000021389	ENSG00000136810	40855.46574419827	P10599	
MO000021414	ENSG00000100823	1289.3340280530172	P27695	
MO000021423	ENSG00000065559	75.88203796148865	P45985	
MO000021425	ENSG00000173221	809.7236747980769	P35754	
MO000021454	ENSG00000169083	NaN		AR
MO000021478	ENSG00000197122	15.571021849348522	P12931	SRC
MO000021519	ENSG00000179950	667.1725542209424	Q9UHX1-2	
MO000021523	ENSG00000116161	1419.9989304637813	Q9HB71	
MO000021529	ENSG00000101856	772.0945542142337	O00264	
MO000021531	ENSG00000101849	90.712992443022	O60907-2	TBL1X
MO000021560	ENSG00000134243	20.683634816101613	Q99523	
MO000021564	ENSG00000163956	66.78232195689104	P30533	
MO000021568	ENSG00000134243	20.683634816101613	Q99523	
MO000021575	ENSG00000117298	146.34927281370966	P42892-3	
MO000021576	ENSG00000117298	146.34927281370966	P42892-3	
MO000021608	ENSG00000109971	29998.363617036994	P11142	
MO000021643	ENSG00000123213	33.35969880172585	Q9BYT8	
MO000021654	ENSG00000132002	486.33642241198294	P25685	
MO000021700	ENSG00000142192	46.849521504288965	P05067	
MO000021736	ENSG00000123374	218.76822164939668	P24941	
MO000021739	ENSG00000145386	15.26482101015249	P20248	CCNA2
MO000021743	ENSG00000170312	1423.1717661354924	P06493	CDK1
MO000021754	ENSG00000164924	24958.410440240186	P63104	
MO000021758	ENSG00000142192	46.849521504288965	P05067	
MO000021819	ENSG00000140992	3.7802543555671293	O15530-3	
MO000021820	ENSG00000035862	25.05209622039125	P16035	
MO000021858	ENSG00000080815	NaN		PSEN1
MO000021870	ENSG00000135018	990.0864801475448	Q9UMX0,Q9UMX0-2	
MO000021884	ENSG00000123609	15.95288721392999	Q13287	
MO000021887	ENSG00000175792	1113.637413242282	Q9Y265	
MO000021896	ENSG00000112592	NaN		TBP
MO000021966	ENSG00000072506	1071.809964214809	Q99714	
MO000021981	ENSG00000012048	NaN		BRCA1
MO000021982	ENSG00000138376	NaN		BARD1
MO000021988	ENSG00000107262	13.365471189790597	Q99933-4	
MO000022013	ENSG00000196924	6628.051348296796	P21333-2	
MO000022057	ENSG00000254087	5.424586666762556	P07948,P07948-2	LYN
MO000022058	ENSG00000254087	5.424586666762556	P07948,P07948-2	LYN
MO000022059	ENSG00000254087	5.424586666762556	P07948,P07948-2	LYN
MO000022078	ENSG00000161638	133.48982999709932	P08648	ITGA5
MO000022086	ENSG00000150093	2402.156615157733	P05556	ITGB1
MO000022087	ENSG00000150093	2402.156615157733	P05556	ITGB1
MO000022088	ENSG00000150093	2402.156615157733	P05556	ITGB1
MO000022093	ENSG00000121022	118.24119585634475	Q92905	COPS5
MO000022137	ENSG00000177889	2173.247244601037	P61088	
MO000022138	ENSG00000244687	3471.3893682477838	Q13404-1	
MO000022171	ENSG00000108953	18796.94432552887	P62258	
MO000022181	ENSG00000131437	3.3608356138296487	Q9Y496	
MO000022188	ENSG00000089220	6926.460480876827	P30086	
MO000022204	ENSG00000067606	NaN		PRKCZ
MO000022210	ENSG00000156711	NaN		MAPK13
MO000022211	ENSG00000108984	15.325587029775981	P52564	
MO000022227	ENSG00000076984	1.814476068441582	O14733	
MO000022234	ENSG00000125952	44.6888128849475	P61244-2	
MO000022242	ENSG00000005249	54.491219907406986	P31323	
MO000022253	ENSG00000114738	77.56598367265876	Q16644	
MO000022266	ENSG00000078902	99.0874295475559	Q9H0E2	
MO000022269	ENSG00000125730	NaN		C3
MO000022270	ENSG00000125730	NaN		C3
MO000022279	ENSG00000161011	848.3888062748842	Q13501	
MO000022288	ENSG00000105568	2585.9227225731406	P30153	
MO000022289	ENSG00000137713	395.08498630304626	P30154	
MO000022315	ENSG00000163558	37.94211666188193	P41743	
MO000022324	ENSG00000196961	466.6827921881271	O95782-2	AP2A1
MO000022337	ENSG00000114353	578.7246160533255	P04899	
MO000022351	ENSG00000157106	0.59035712969345	Q96Q15	
MO000022364	ENSG00000006451	249.4118561707515	P11233	
MO000022365	ENSG00000143761	3536.0054168426996	P84077	
MO000022370	ENSG00000127445	877.0476919798152	Q13526	PIN1
MO000022383	ENSG00000067560	6213.495058418708	P61586	RHOA
MO000022387	ENSG00000168118	477.94355877219624	P20338	
MO000022388	ENSG00000167578	486.3442031052174	P61018	
MO000022391	ENSG00000134287	3302.984097242036	P61204	
MO000022393	ENSG00000154229	199.71339432628253	P17252	PRKCA
MO000022403	ENSG00000166851	12.212017799911926	P53350	PLK1
MO000022414	ENSG00000004059	1563.5841579398718	P84085	
MO000022415	ENSG00000165527	625.5323759318417	P62330	
MO000022419	ENSG00000177425	155.513104418587	Q96IZ0	
MO000022425	ENSG00000113575	1064.454265828917	P67775	PPP2CA
MO000022448	ENSG00000134057	107.93875597287689	P14635	
MO000022454	ENSG00000134308	9207.799302881986	P27348	
MO000022466	ENSG00000076928	132.34111555988034	Q92888,Q92888-3	
MO000022536	ENSG00000044574	14995.658327726145	P11021	
MO000022540	ENSG00000180228	85.29725214477469	O75569	
MO000022544	ENSG00000102580	28.283237886114623	Q13217	
MO000022555	ENSG00000127955	356.82164649618966	P63096	
MO000022565	ENSG00000129351	2125.2882793521935	Q12906	
MO000022578	ENSG00000129351	2125.2882793521935	Q12906	
MO000022580	ENSG00000143621	4416.129531490001	Q12905	
MO000022591	ENSG00000129351	2125.2882793521935	Q12906	
MO000022592	ENSG00000129351	2125.2882793521935	Q12906	
MO000022601	ENSG00000089280	1915.412066060337	P35637-2	
MO000023076	ENSG00000109062	188.75759530343902	O14745	SLC9A3R1
MO000023098	ENSG00000092820	6320.2755543605235	P15311	EZR
MO000023100	ENSG00000147065	6445.229017424876	P26038	MSN
MO000023116	ENSG00000183207	818.1134065208421	Q9Y230	
MO000023130	ENSG00000065054	133.45747262681869	Q15599	
MO000023151	ENSG00000166501	46.915942144567715	P05771	
MO000023153	ENSG00000166501	46.915942144567715	P05771	
MO000023154	ENSG00000166501	46.915942144567715	P05771	
MO000023155	ENSG00000107984	98.94921192755857	O94907	
MO000023169	ENSG00000087258	281.219164823672	P09471-2	
MO000023177	ENSG00000111348	612.7553192954067	P52566	
MO000023187	ENSG00000173207	789.7371978768102	P61024	
MO000023189	ENSG00000123975	97.1224696920547	P33552	
MO000023220	ENSG00000096433	128.62211082616324	Q14573	
MO000023276	ENSG00000150995	6.438219000730989	Q14643-4	
MO000023277	ENSG00000123104	6.075134839533872	Q14571	
MO000023311	ENSG00000135679	NaN		MDM2
MO000023337	ENSG00000135446	153.7545649763163	P11802	
MO000023341	ENSG00000105810	121.0110212688563	Q00534	
MO000023365	ENSG00000096717	3.0902875554831306	Q96EB6	
MO000023386	ENSG00000132646	3501.914004634347	P12004	
MO000023389	ENSG00000119335	3539.9290099381997	Q01105,Q01105-2	SET
MO000023409	ENSG00000114166	NaN		KAT2B
MO000023445	ENSG00000164045	NaN		CDC25A
MO000023473	ENSG00000100614	81.54126664409199	P35813	
MO000023474	ENSG00000138032	68.24269646748863	O75688,O75688-2	
MO000023476	ENSG00000065243	42.8710121201712	Q16513	
MO000023479	ENSG00000134480	14.04557602796482	P51946	
MO000023481	ENSG00000020426	19.774003948680345	P51948	
MO000023485	ENSG00000002330	23.39320402529428	Q92934	
MO000023529	ENSG00000196411	47.78267147634974	P54760	
MO000023533	ENSG00000160691	40.76409565041987	P29353,P29353-6	SHC1
MO000023536	ENSG00000149554	7.038974248064063	O14757	CHEK1
MO000023575	ENSG00000116478	263.6052229299427	Q13547	HDAC1
MO000023577	ENSG00000196591	294.65620154875535	Q92769	HDAC2
MO000023578	ENSG00000171720	36.892530054008304	O15379	HDAC3
MO000023603	ENSG00000205250	NaN		E2F4
MO000023613	ENSG00000067369	12.420876962101735	Q12888	
MO000023642	ENSG00000170836	NaN		PPM1D
MO000024664	ENSG00000185551	23.906984606293424	P24468	
MO000024698	ENSG00000115816	16.79925527331622	Q03701	
MO000024708	ENSG00000257923	6.261700812747712	P39880-3,Q13948	
MO000024719	ENSG00000172534	239.5688181930388	P51610	
MO000024738	ENSG00000135457	7.72639295610869	Q12800	
MO000024746	ENSG00000118260	84.7909078556718	P16220	
MO000024750	ENSG00000141905	40.458042413153244	P08651-2,P08651-4	
MO000024751	ENSG00000141905	40.458042413153244	P08651-2,P08651-4	
MO000024752	ENSG00000141905	40.458042413153244	P08651-2,P08651-4	
MO000024757	ENSG00000065978	3548.225004600082	P67809	
MO000024764	ENSG00000117505	180.7598150406542	Q01658	
MO000024966	ENSG00000103495	9.727617481720273	P56270	
MO000024981	ENSG00000108064	408.1786194905791	Q00059	
MO000025003	ENSG00000143190	7.57610634811021	P14859-2	
MO000025097	ENSG00000106459	17.927061449338346	Q16656	
MO000025119	ENSG00000243678	16874.80237322279	P22392,P22392-2	
MO000025168	ENSG00000178913	7.245973317270144	Q15545	
MO000025170	ENSG00000148835	0.20574525669163035	Q15542-2	
MO000025187	ENSG00000068323	4.687089870448351	P19532	
MO000025206	ENSG00000144747	6.234427251809931	P82094	
MO000025228	ENSG00000153560	5.0674925442588155	Q9NZI7	
MO000025262	ENSG00000065978	3548.225004600082	P67809	
MO000025267	ENSG00000100811	95.88127883954388	P25490	
MO000025284	ENSG00000160007	14.859360255413339	Q9NRY4	
MO000025334	ENSG00000149136	435.2903610205961	Q08945	
MO000025375	ENSG00000159216	15.419665774371245	Q01196	
MO000025538	ENSG00000080503	23.75431334650439	P51531-2	
MO000025574	ENSG00000162772	NaN		ATF3
MO000025593	ENSG00000204231	12.514950778821706	P28702	
MO000025651	ENSG00000104064	2.3242342883340408	Q06547-2	
MO000025656	ENSG00000139083	3.8428446756685455	P41212	
MO000025684	ENSG00000175592	38.48191501483579	P15407	
MO000025771	ENSG00000125952	44.6888128849475	P61244-2	
MO000025789	ENSG00000153560	5.0674925442588155	Q9NZI7	
MO000025858	ENSG00000132005	9.122738547185486	P22670	
MO000025870	ENSG00000108773	NaN		KAT2A
MO000025876	ENSG00000086102	3.3261467561761826	Q12986	
MO000025932	ENSG00000106546	18.434249308101695	P35869	
MO000025939	ENSG00000001167	25.60174875365753	P23511-2	
MO000026033	ENSG00000113580	47.34567717900376	P04150	NR3C1
MO000026044	ENSG00000101096	11.601509619400403	Q13469	
MO000026074	ENSG00000075426	24.716234136002186	P15408-3	
MO000026173	ENSG00000273841	11.76382155357095	Q16594	TAF9
MO000026176	ENSG00000120656	NaN		TAF12
MO000026178	ENSG00000166337	106.10557179945242	Q12962	
MO000026185	ENSG00000115750	NaN		TAF1B
MO000026187	ENSG00000113387	2718.5812429244893	P53999	
MO000026208	ENSG00000188342	130.86031031918276	P13984	
MO000026238	ENSG00000020633	2.586746797381724	Q13761	
MO000026253	ENSG00000159216	15.419665774371245	Q01196	
MO000026266	ENSG00000067955	80.70121540427499	Q13951-2	
MO000026333	ENSG00000118058	18.805520383976514	Q03164-2	
MO000026358	ENSG00000137309	7540.4307910267835	P17096,P17096-2	
MO000026459	ENSG00000066136	20.43126799168169	Q13952	
MO000026479	ENSG00000060138	1396.6339100420623	P16989,P16989-2	
MO000026504	ENSG00000196781	32.678356461418886	Q04724	
MO000026701	ENSG00000136807	72.04923594098537	P50750	
MO000026703	ENSG00000129315	3.418064652486667	O60563	
MO000026710	ENSG00000196235	69.40253686435683	O00267	
MO000026711	ENSG00000213246	135.9773629576088	P63272	
MO000026821	ENSG00000162613	961.0165217959136	Q96AE4,Q96AE4-2	
MO000026822	ENSG00000165119	10232.055950613914	P61978,P61978-2,P61978-3	HNRNPK
MO000026823	ENSG00000169714	425.7064582872289	P62633-2,P62633-4	
MO000027184	ENSG00000167986	696.0924745439763	Q16531	
MO000027193	ENSG00000214114	337.4734639779894	Q99417	
MO000027279	ENSG00000136997	NaN		MYC
MO000027413	ENSG00000123349	1426.569929502226	Q99471	
MO000027425	ENSG00000136717	131.2145800411243	O00499,O00499-10	
MO000028047	ENSG00000009954	37.50606465217718	Q9UIG0	
MO000028048	ENSG00000071794	3.1349290672704786	Q14527	
MO000028049	ENSG00000071794	3.1349290672704786	Q14527	
MO000028051	ENSG00000080603	0.5409942870895527	Q6ZRS2-2	
MO000028072	ENSG00000198815	2.7248792448222847	Q9UPW0-2	
MO000028103	ENSG00000141568	4.327768347823164	Q01167	
MO000028213	ENSG00000165156	NaN		ZHX1
MO000028292	ENSG00000175387	174.31321561585594	Q15796-2	SMAD2
MO000028387	ENSG00000225830	3.3609699062198954	Q03468	
MO000028431	ENSG00000100603	95.16294329669631	Q13573	
