ID	Gene symbol ID
ENSG00000007047	MARK4
ENSG00000015479	MATR3
ENSG00000034971	MYOC
ENSG00000039068	CDH1
ENSG00000050820	BCAR1
ENSG00000065618	COL17A1
ENSG00000070808	CAMK2A
ENSG00000075624	ACTB
ENSG00000089157	RPLP0
ENSG00000091831	ESR1
ENSG00000100644	HIF1A
ENSG00000100906	NFKBIA
ENSG00000101266	CSNK2A1
ENSG00000111057	KRT18
ENSG00000111679	PTPN6
ENSG00000126457	PRMT1
ENSG00000128271	ADORA2A
ENSG00000133121	STARD13
ENSG00000134640	MTNR1B
ENSG00000136997	MYC
ENSG00000141968	VAV1
ENSG00000145335	SNCA
ENSG00000150991	UBC
ENSG00000159023	EPB41
ENSG00000164362	TERT
ENSG00000165025	SYK
ENSG00000165702	GFI1B
ENSG00000167768	KRT1
ENSG00000168028	RPSA
ENSG00000168036	CTNNB1
ENSG00000169908	TM4SF1
ENSG00000170421	KRT8
ENSG00000172399	MYOZ2
ENSG00000177791	MYOZ1
ENSG00000178093	TSSK6
ENSG00000181856	SLC2A4
ENSG00000184009	ACTG1
ENSG00000185122	HSF1
ENSG00000186868	MAPT
ENSG00000196262	PPIA
ENSG00000196277	GRM7
ENSG00000196470	SIAH1
ENSG00000197442	MAP3K5
ENSG00000198909	MAP3K3
ENSG00000204389	HSPA1A
ENSG00000204843	DCTN1
