attr	ADAM9	ANXA1	ATF3	AURKA	BACE1	BGN	BIRC6	BUB1	CABLES2	CCNG2	CD55	CDC20	CHEK2	CKAP5	COL13A1	CTNNB1	CXXC5	DNAJB2	EGFR	ERBB2	ERBB3	EVL	FBLN1	FDPS	FGF13	FN1	FOS	FOXM1	FYN	GSK3B	GSN	HDAC3	HIPK2	HMGA2	HMGB2	HMGCR	HUWE1	ICAM1	IGF1R	IL4R	IL7R	ITGB8	JUN	KAT2A	LATS2	LIMK2	LRP1	LTBP3	MAD2L2	MAPK1	MAPK13	MAPK14	MAPK6	MAPKAPK2	MAPT	MEX3B	MOCOS	MVD	MVK	NDC80	NUF2	PAG1	PIAS1	PIAS3	PKIA	PLK1	PMVK	PPM1D	PRPF4	PTPRA	RASGRF1	RELA	RFWD2	RHOA	RHOD	ROCK1	RPS6KA1	RPS6KA5	RRM2B	S100A2	SELPLG	SERPINA1	SH3YL1	SHC1	SKIL	SMAD2	SMAD4	SNAI1	SNAP29	SNRPA	SREBF2	SRPK1	STAT3	STX6	TACC1	TAF12	TAF1B	TBL1X	TCF3	TGFA	TGFB1	TNIK	TNK2	TOP2A	TP53	TP53:SMAD2	TP63	TPR	TPX2	TRIM33	TRIOBP	UBE2I	VDR	VIM	WNT5A	ZBTB17
attractor26	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	-1	1	0	1	0	0	1	-1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	0	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor27	1	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	1	-1	-1	1	0	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor29	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	0	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	0	1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	1
attractor30	1	1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	0	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	0	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor31	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor35	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	-1	0	1	0	0	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	0	0	1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	0	0	-1	1	1	0	1	1	1	0	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor36	-1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	-1	1	0	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1
attractor38	1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	0	1	-1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor40	1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor44	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	1	0	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor45	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor47	1	1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	1	0	-1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor48	1	1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	0	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor49	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	0	0	1	-1	1	1	1	1	1	0	1	-1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor52	1	1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1	1	-1	1	1	1	0	0	0	1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0
attractor53	1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor54	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	0	0	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	0	0	0	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	1	-1	1	0	1	-1	1	1	1	1	0
attractor56	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor57	1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	0	1	1	1	-1	1	0	1	-1	1	1	1	1	0
attractor59	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	0	1	1	-1	1	1	1	1	1	0	0	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor60	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	0	-1	1	1	1	1	1	1	1	1	0	1	0	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor61	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	0	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor62	1	1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	0	1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1
attractor64	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1
attractor65	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor68	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	-1	-1	1	1	1	0	0	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	0	1	1	1	-1	1	0	1	1	1	1	1	1	0
attractor69	1	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	1	0	0	1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	0	0	1	-1	1	-1	1	1	0	1	0	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	0	0	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	0	0	1	1	-1	1	1	1	1	1	1	1	1	0
attractor70	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	0	1	1	0	1	1	-1	1	1	1	0	0	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor72	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	0	1	-1	1	1	1	1	1	1	0	1	-1	1	1	1	1	0	1	-1	1	-1	1	1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	-1	1	1	1	-1	1	1	1	1	0
attractor73	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	0	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	0	1	1	0	1	1	1	-1	1	1	0	1	0	1	1	-1	1	1	-1	0	-1	1	-1	1	1	-1	1	0	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0
attractor74	-1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	-1	1	0	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	1	1	1	0	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	-1	1	0	-1	1	-1	1	0	1	-1	1	1	1	1	0
attractor79	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	0	0	1	1	1	-1	1	1	1	1	-1	1	1	0	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	-1	-1	1	1	0	0	-1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1
attractor86	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	0	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	0	0	1	-1	1	1	1	1	0	0	0	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	0	1	1	-1	1	0	1	1	1	1	1	1	0
attractor87	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	0	1	1	0	1	-1	-1	-1	1	1	1	1	0	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	1	-1	1	0	1	1	1	1	1	1	0
