ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
GO:0031012	extracellular matrix	43	260	5.214678353885009	2.363268211748338E-27	2.7764650527456245E-25	["ENSG00000008710","ENSG00000011465","ENSG00000034971","ENSG00000038427","ENSG00000049323","ENSG00000049540","ENSG00000077942","ENSG00000081052","ENSG00000087303","ENSG00000100097","ENSG00000100985","ENSG00000108821","ENSG00000109072","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000115461","ENSG00000116962","ENSG00000117122","ENSG00000118785","ENSG00000120708","ENSG00000132470","ENSG00000132561","ENSG00000134871","ENSG00000137801","ENSG00000138685","ENSG00000139219","ENSG00000142798","ENSG00000150093","ENSG00000163453","ENSG00000163520","ENSG00000164692","ENSG00000165409","ENSG00000166147","ENSG00000168056","ENSG00000168542","ENSG00000169031","ENSG00000182492","ENSG00000187498","ENSG00000188153","ENSG00000196352","ENSG00000197565","ENSG00000197614"]	["BGN","CD55","COL1A1","COL1A2","COL2A1","COL3A1","COL4A1","COL4A2","COL4A3","COL4A4","COL4A5","COL4A6","COL7A1","DCN","ELN","FBLN1","FBLN2","FBN1","FGF2","FN1","HSPG2","IGFBP5","IGFBP7","ITGB1","ITGB4","LGALS1","LTBP1","LTBP3","MATN2","MFAP2","MFAP5","MMP9","MYOC","NID1","NID2","PKD1","SPARC","SPP1","TGFBI","THBS1","TSHR","VCAN","VTN"]
GO:0005578	proteinaceous extracellular matrix	42	246	4.933887980983509	2.6696779353323312E-27	2.7764650527456245E-25	["ENSG00000008710","ENSG00000011465","ENSG00000034971","ENSG00000038427","ENSG00000049323","ENSG00000049540","ENSG00000077942","ENSG00000081052","ENSG00000087303","ENSG00000100097","ENSG00000100985","ENSG00000108821","ENSG00000109072","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000115461","ENSG00000116962","ENSG00000117122","ENSG00000118785","ENSG00000120708","ENSG00000132470","ENSG00000132561","ENSG00000134871","ENSG00000137801","ENSG00000139219","ENSG00000142798","ENSG00000150093","ENSG00000163453","ENSG00000163520","ENSG00000164692","ENSG00000165409","ENSG00000166147","ENSG00000168056","ENSG00000168542","ENSG00000169031","ENSG00000182492","ENSG00000187498","ENSG00000188153","ENSG00000196352","ENSG00000197565","ENSG00000197614"]	["BGN","CD55","COL1A1","COL1A2","COL2A1","COL3A1","COL4A1","COL4A2","COL4A3","COL4A4","COL4A5","COL4A6","COL7A1","DCN","ELN","FBLN1","FBLN2","FBN1","FN1","HSPG2","IGFBP5","IGFBP7","ITGB1","ITGB4","LGALS1","LTBP1","LTBP3","MATN2","MFAP2","MFAP5","MMP9","MYOC","NID1","NID2","PKD1","SPARC","SPP1","TGFBI","THBS1","TSHR","VCAN","VTN"]
GO:0005576	extracellular region	83	1406	28.19937602139355	1.9037369456847128E-20	1.3199242823414008E-18	["ENSG00000008710","ENSG00000010610","ENSG00000011422","ENSG00000011465","ENSG00000014257","ENSG00000017427","ENSG00000026103","ENSG00000026508","ENSG00000034971","ENSG00000038427","ENSG00000049323","ENSG00000049540","ENSG00000077942","ENSG00000081052","ENSG00000087245","ENSG00000087303","ENSG00000091513","ENSG00000100097","ENSG00000100342","ENSG00000100985","ENSG00000104415","ENSG00000105329","ENSG00000105974","ENSG00000105976","ENSG00000108821","ENSG00000109072","ENSG00000112715","ENSG00000113070","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000115461","ENSG00000116962","ENSG00000117122","ENSG00000117984","ENSG00000118137","ENSG00000118271","ENSG00000118785","ENSG00000120708","ENSG00000122194","ENSG00000132470","ENSG00000132561","ENSG00000134871","ENSG00000136854","ENSG00000136999","ENSG00000137801","ENSG00000138685","ENSG00000139219","ENSG00000140285","ENSG00000141736","ENSG00000141753","ENSG00000142192","ENSG00000142798","ENSG00000146674","ENSG00000148848","ENSG00000149294","ENSG00000149968","ENSG00000150093","ENSG00000160307","ENSG00000163235","ENSG00000163453","ENSG00000163520","ENSG00000164692","ENSG00000165409","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168056","ENSG00000168542","ENSG00000169031","ENSG00000170458","ENSG00000173372","ENSG00000175899","ENSG00000180210","ENSG00000182492","ENSG00000182752","ENSG00000187498","ENSG00000188153","ENSG00000196352","ENSG00000197565","ENSG00000197614","ENSG00000232810","ENSG00000261371"]	["A2M","ACPP","ADAM12","APOA1","APOL1","APP","BGN","C1QA","CAV1","CD14","CD4","CD44","CD55","COL1A1","COL1A2","COL2A1","COL3A1","COL4A1","COL4A2","COL4A3","COL4A4","COL4A5","COL4A6","COL7A1","CTSD","DCN","ELN","ERBB2","F2","FAS","FBLN1","FBLN2","FBN1","FGF2","FGF7","FN1","HBEGF","HSPG2","HTRA1","IGF1","IGF2","IGFBP3","IGFBP4","IGFBP5","IGFBP7","ITGB1","ITGB4","LGALS1","LTBP1","LTBP3","MATN2","MET","MFAP2","MFAP5","MMP2","MMP3","MMP9","MYOC","NCAM1","NID1","NID2","NOV","PAPPA","PECAM1","PKD1","PLAUR","PLG","S100B","SPARC","SPP1","STXBP1","TF","TGFA","TGFB1","TGFBI","THBS1","TNF (ENSG00000232810)","TSHR","TTR","VCAN","VEGFA","VTN","WISP1"]
GO:0044420	extracellular matrix component	25	107	2.146040707175754	4.5516422740477383E-20	2.366853982504824E-18	["ENSG00000038427","ENSG00000049323","ENSG00000081052","ENSG00000087303","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000116962","ENSG00000117122","ENSG00000132470","ENSG00000132561","ENSG00000134871","ENSG00000139219","ENSG00000142798","ENSG00000150093","ENSG00000163453","ENSG00000163520","ENSG00000164692","ENSG00000166147","ENSG00000168542","ENSG00000169031","ENSG00000187498","ENSG00000188153","ENSG00000197565","ENSG00000197614"]	["COL1A1","COL1A2","COL2A1","COL3A1","COL4A1","COL4A2","COL4A3","COL4A4","COL4A5","COL4A6","COL7A1","FBLN2","FBN1","HSPG2","IGFBP7","ITGB1","ITGB4","LTBP1","MATN2","MFAP2","MFAP5","NID1","NID2","SPARC","VCAN"]
GO:0005912	adherens junction	29	159	3.188976377952756	6.640665508240527E-20	2.7625168514280594E-18	["ENSG00000008710","ENSG00000050820","ENSG00000075624","ENSG00000082781","ENSG00000087077","ENSG00000089159","ENSG00000099942","ENSG00000104067","ENSG00000111859","ENSG00000115414","ENSG00000118898","ENSG00000120899","ENSG00000136238","ENSG00000137575","ENSG00000138448","ENSG00000142949","ENSG00000146648","ENSG00000149269","ENSG00000150093","ENSG00000150760","ENSG00000152104","ENSG00000154380","ENSG00000161638","ENSG00000168036","ENSG00000169398","ENSG00000173801","ENSG00000179295","ENSG00000197694","ENSG00000259207"]	["ACTB","BCAR1","CRKL","CTNNB1","DOCK1","EGFR","ENAH","FN1","ITGA5","ITGAV","ITGB1","ITGB3","ITGB5","JUP","NEDD9","PAK1","PKD1","PPL","PTK2","PTK2B","PTPN11","PTPN14","PTPRF","PXN","RAC1","SDCBP","SPTAN1","TJP1 (ENSG00000104067)","TRIP6"]
GO:0070161	anchoring junction	29	176	3.5299361164760064	1.23761515931481E-18	4.2903992189580085E-17	["ENSG00000008710","ENSG00000050820","ENSG00000075624","ENSG00000082781","ENSG00000087077","ENSG00000089159","ENSG00000099942","ENSG00000104067","ENSG00000111859","ENSG00000115414","ENSG00000118898","ENSG00000120899","ENSG00000136238","ENSG00000137575","ENSG00000138448","ENSG00000142949","ENSG00000146648","ENSG00000149269","ENSG00000150093","ENSG00000150760","ENSG00000152104","ENSG00000154380","ENSG00000161638","ENSG00000168036","ENSG00000169398","ENSG00000173801","ENSG00000179295","ENSG00000197694","ENSG00000259207"]	["ACTB","BCAR1","CRKL","CTNNB1","DOCK1","EGFR","ENAH","FN1","ITGA5","ITGAV","ITGB1","ITGB3","ITGB5","JUP","NEDD9","PAK1","PKD1","PPL","PTK2","PTK2B","PTPN11","PTPN14","PTPRF","PXN","RAC1","SDCBP","SPTAN1","TJP1 (ENSG00000104067)","TRIP6"]
GO:0044421	extracellular region part	63	916	18.371712969841035	1.5535941787325354E-18	4.616394131090962E-17	["ENSG00000008710","ENSG00000011422","ENSG00000011465","ENSG00000014257","ENSG00000026103","ENSG00000034971","ENSG00000038427","ENSG00000049323","ENSG00000049540","ENSG00000077942","ENSG00000081052","ENSG00000087245","ENSG00000087303","ENSG00000091513","ENSG00000100097","ENSG00000100342","ENSG00000100985","ENSG00000108821","ENSG00000109072","ENSG00000112715","ENSG00000113070","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000115461","ENSG00000116962","ENSG00000117122","ENSG00000118271","ENSG00000118785","ENSG00000120708","ENSG00000132470","ENSG00000132561","ENSG00000134871","ENSG00000137801","ENSG00000138685","ENSG00000139219","ENSG00000140285","ENSG00000142798","ENSG00000146674","ENSG00000149968","ENSG00000150093","ENSG00000160307","ENSG00000163235","ENSG00000163453","ENSG00000163520","ENSG00000164692","ENSG00000165409","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168056","ENSG00000168542","ENSG00000169031","ENSG00000173372","ENSG00000180210","ENSG00000182492","ENSG00000182752","ENSG00000187498","ENSG00000188153","ENSG00000196352","ENSG00000197565","ENSG00000197614","ENSG00000232810"]	["ACPP","APOL1","BGN","C1QA","CD55","COL1A1","COL1A2","COL2A1","COL3A1","COL4A1","COL4A2","COL4A3","COL4A4","COL4A5","COL4A6","COL7A1","DCN","ELN","F2","FAS","FBLN1","FBLN2","FBN1","FGF2","FGF7","FN1","HBEGF","HSPG2","HTRA1","IGF2","IGFBP3","IGFBP5","IGFBP7","ITGB1","ITGB4","LGALS1","LTBP1","LTBP3","MATN2","MFAP2","MFAP5","MMP2","MMP3","MMP9","MYOC","NID1","NID2","PAPPA","PKD1","PLAUR","S100B","SPARC","SPP1","TF","TGFA","TGFBI","THBS1","TNF (ENSG00000232810)","TSHR","TTR","VCAN","VEGFA","VTN"]
GO:0030054	cell junction	36	326	6.538404397563512	5.0313281223835566E-17	1.3081453118197246E-15	["ENSG00000008710","ENSG00000050820","ENSG00000075624","ENSG00000082781","ENSG00000087077","ENSG00000089159","ENSG00000091831","ENSG00000099942","ENSG00000104067","ENSG00000111859","ENSG00000115414","ENSG00000118898","ENSG00000120899","ENSG00000136238","ENSG00000137575","ENSG00000138448","ENSG00000141736","ENSG00000142949","ENSG00000146648","ENSG00000147044","ENSG00000149269","ENSG00000150093","ENSG00000150760","ENSG00000152104","ENSG00000154380","ENSG00000161638","ENSG00000163453","ENSG00000168036","ENSG00000169398","ENSG00000173801","ENSG00000175866","ENSG00000179295","ENSG00000189143","ENSG00000197694","ENSG00000259207","ENSG00000261371"]	["ACTB","BAIAP2","BCAR1","CASK","CLDN4","CRKL","CTNNB1","DOCK1","EGFR","ENAH","ERBB2","ESR1","FN1","IGFBP7","ITGA5","ITGAV","ITGB1","ITGB3","ITGB5","JUP","NEDD9","PAK1","PECAM1","PKD1","PPL","PTK2","PTK2B","PTPN11","PTPN14","PTPRF","PXN","RAC1","SDCBP","SPTAN1","TJP1 (ENSG00000104067)","TRIP6"]
GO:0005925	focal adhesion	20	100	2.005645520725004	7.006503342291338E-15	1.6192807724406648E-13	["ENSG00000008710","ENSG00000050820","ENSG00000075624","ENSG00000082781","ENSG00000087077","ENSG00000089159","ENSG00000099942","ENSG00000111859","ENSG00000115414","ENSG00000120899","ENSG00000137575","ENSG00000138448","ENSG00000142949","ENSG00000149269","ENSG00000150093","ENSG00000150760","ENSG00000154380","ENSG00000161638","ENSG00000169398","ENSG00000259207"]	["ACTB","BCAR1","CRKL","DOCK1","ENAH","FN1","ITGA5","ITGAV","ITGB1","ITGB3","ITGB5","NEDD9","PAK1","PKD1","PTK2","PTK2B","PTPRF","PXN","SDCBP","TRIP6"]
GO:0005924	cell-substrate adherens junction	20	101	2.025701975932254	8.581420835039582E-15	1.6295122509865828E-13	["ENSG00000008710","ENSG00000050820","ENSG00000075624","ENSG00000082781","ENSG00000087077","ENSG00000089159","ENSG00000099942","ENSG00000111859","ENSG00000115414","ENSG00000120899","ENSG00000137575","ENSG00000138448","ENSG00000142949","ENSG00000149269","ENSG00000150093","ENSG00000150760","ENSG00000154380","ENSG00000161638","ENSG00000169398","ENSG00000259207"]	["ACTB","BCAR1","CRKL","DOCK1","ENAH","FN1","ITGA5","ITGAV","ITGB1","ITGB3","ITGB5","NEDD9","PAK1","PKD1","PTK2","PTK2B","PTPRF","PXN","SDCBP","TRIP6"]
