name a20 apoptosis bclxl bid caspase ceramide creb ctla4 cytoskeletonsignaling disc erk fas fasl fast flip fyn gap gpcr grb2 gzmb iap ifng ifngt il2 il2ra il2rat il2rb il2rbt jak lck mcl1 mek nfat nfkb p2 p27 pdgfr pi3k plcg1 proliferation rantes ras s1p sfas smad socs sphk1 stat3 tbet tcr tnf tpl2 tradd zap70 il15 stimuli cd45 stimuli2 pdgf tax
L2.1 0.031 -0.01 0.019 -0.046 -0.016 0.0 0.053 0.018 0.019 0.007 0.124 0.009 0.087 0.031 0.036 0.03 0.268 0.129 0.018 0.03 0.039 0.025 0.05 0.051 0.019 0.032 0.063 0.052 0.04 0.021 0.089 0.04 0.14 0.114 0.009 0.007 1.0 0.347 0.326 0.0 0.031 0.078 0.286 0.089 0.116 -0.024 0.45 0.021 0.02 0.034 0.031 0.092 -0.016 0.0 0.1 0.1 0.0 0.0 0.0 0.0
L2.2 0.041 -0.013 0.025 -0.061 -0.021 0.0 0.071 0.057 0.04 0.012 0.175 0.017 0.119 0.041 0.045 0.062 0.28 0.158 0.022 0.037 0.052 0.024 0.066 0.068 0.026 0.042 0.076 0.071 0.048 0.044 0.117 0.066 0.187 0.152 0.009 0.008 1.0 0.465 0.428 0.001 0.041 0.128 0.35 0.11 0.142 -0.025 0.55 0.025 0.024 0.109 0.041 0.123 -0.022 0.0 0.1 0.1 0.0 0.0 0.0 0.0
L2.3 0.075 -0.02 0.04 -0.079 -0.031 0.0 0.088 0.132 0.096 0.027 0.218 0.037 0.178 0.075 0.065 0.15 0.303 0.203 0.034 0.048 0.082 0.029 0.106 0.114 0.044 0.072 0.095 0.09 0.07 0.13 0.141 0.118 0.302 0.276 0.011 0.012 1.0 0.502 0.434 0.001 0.075 0.227 0.45 0.15 0.182 -0.028 0.55 0.036 0.036 0.061 0.075 0.144 -0.036 0.016 0.1 0.1 0.0 0.0 0.0 0.0
L2.4 0.193 -0.054 0.157 -0.149 -0.084 0.0 0.12 0.093 0.185 0.06 0.287 0.114 0.311 0.193 0.182 0.133 0.284 0.303 0.045 0.072 0.22 0.051 0.22 0.223 0.074 0.11 0.135 0.125 0.132 0.119 0.155 0.225 0.304 0.343 0.019 0.022 1.0 0.507 0.439 0.001 0.193 0.24 0.45 0.203 0.272 -0.03 0.55 0.069 0.068 -0.014 0.193 0.189 -0.096 0.016 0.1 0.1 0.0 0.0 0.0 0.0
L2.5 0.207 -0.044 0.155 -0.137 -0.069 0.0 0.176 0.018 0.138 0.075 0.388 0.189 0.354 0.207 0.217 0.059 0.283 0.303 0.047 0.122 0.227 0.118 0.245 0.227 0.12 0.231 0.164 0.179 0.252 0.042 0.172 0.225 0.304 0.396 0.043 0.042 1.0 0.507 0.439 0.003 0.207 0.241 0.45 0.302 0.372 0.005 0.55 0.131 0.13 0.034 0.207 0.294 -0.099 0.0 0.1 0.1 0.0 0.0 0.0 0.0
L2.6 0.205 -0.023 0.14 -0.113 -0.037 0.0 0.244 0.057 0.059 0.154 0.389 0.103 0.37 0.205 0.197 0.092 0.287 0.303 0.052 0.154 0.216 0.005 0.297 0.214 0.197 0.246 0.182 0.22 0.255 0.065 0.174 0.226 0.304 0.388 0.16 0.074 1.0 0.508 0.442 0.005 0.205 0.243 0.45 0.291 0.372 0.008 0.55 0.232 0.271 0.109 0.205 0.293 -0.096 0.0 0.1 0.1 0.0 0.0 0.0 0.0
L2.7 0.2 0.025 0.009 0.021 0.038 0.0 0.152 0.018 0.23 0.06 0.42 0.17 0.376 0.2 0.183 0.204 0.331 0.303 0.198 0.214 0.063 -0.008 0.295 0.115 0.062 0.121 0.319 0.328 0.233 0.168 0.318 0.264 0.315 0.369 0.155 0.17 1.0 0.534 0.507 -0.059 0.2 0.315 0.45 0.164 0.372 0.021 0.55 0.221 0.26 0.034 0.2 0.298 -0.049 0.016 0.1 0.1 0.0 0.0 0.0 0.0
L2.8 0.201 0.072 0.025 -0.061 0.113 0.0 0.152 0.057 0.247 0.079 0.42 0.232 0.377 0.201 0.179 0.231 0.331 0.303 0.198 0.214 0.094 -0.008 0.296 0.115 0.063 0.122 0.319 0.328 0.233 0.188 0.314 0.264 0.315 0.372 0.155 0.17 1.0 0.534 0.507 -0.059 0.201 0.315 0.45 0.24 0.372 0.021 0.55 0.221 0.26 0.109 0.201 0.298 -0.059 0.016 0.1 0.1 0.0 0.0 0.0 0.0
L2.9 0.207 -0.03 0.047 -0.125 -0.047 0.0 0.152 0.093 0.219 0.058 0.42 0.159 0.38 0.207 0.187 0.186 0.33 0.303 0.198 0.215 0.221 -0.008 0.296 0.118 0.065 0.126 0.32 0.329 0.236 0.156 0.322 0.264 0.315 0.394 0.155 0.171 1.0 0.534 0.507 -0.059 0.207 0.315 0.45 0.194 0.372 0.022 0.55 0.223 0.261 -0.014 0.207 0.3 -0.098 0.016 0.1 0.1 0.0 0.0 0.0 0.0
L2.10 0.207 -0.026 0.043 -0.12 -0.042 0.0 0.152 0.018 0.23 0.073 0.42 0.207 0.38 0.207 0.184 0.204 0.331 0.303 0.198 0.215 0.219 -0.008 0.296 0.118 0.065 0.126 0.32 0.329 0.236 0.168 0.319 0.264 0.315 0.393 0.155 0.171 1.0 0.534 0.507 -0.059 0.207 0.315 0.45 0.293 0.372 0.022 0.55 0.223 0.261 0.034 0.207 0.3 -0.097 0.016 0.1 0.1 0.0 0.0 0.0 0.0
