ID	Gene symbol ID
ENSG00000000457	SCYL3
ENSG00000001631	KRIT1
ENSG00000002016	RAD52
ENSG00000002587	HS3ST1
ENSG00000003402	CFLAR
ENSG00000004399	PLXND1
ENSG00000004866	ST7
ENSG00000005001	PRSS22
ENSG00000005812	FBXL3
ENSG00000005893	LAMP2
ENSG00000006432	MAP3K9
ENSG00000006607	FARP2
ENSG00000006634	DBF4
ENSG00000006695	COX10
ENSG00000006704	GTF2IRD1
ENSG00000006837	CDKL3
ENSG00000007047	MARK4
ENSG00000007202	KIAA0100
ENSG00000007341	ST7L
ENSG00000007944	MYLIP
ENSG00000007968	E2F2
ENSG00000008083	JARID2
ENSG00000008283	CYB561
ENSG00000008324	SS18L2
ENSG00000008405	CRY1
ENSG00000008710	PKD1
ENSG00000009413	REV3L
ENSG00000009830	POMT2
ENSG00000010270	STARD3NL
ENSG00000010278	CD9
ENSG00000010626	LRRC23
ENSG00000010803	SCMH1
ENSG00000011021	CLCN6
ENSG00000011105	TSPAN9
ENSG00000011114	BTBD7
ENSG00000011295	TTC19
ENSG00000012048	BRCA1
ENSG00000012174	MBTPS2
ENSG00000012660	ELOVL5
ENSG00000013441	CLK1
ENSG00000013503	POLR3B
ENSG00000013573	DDX11
ENSG00000014824	SLC30A9
ENSG00000014919	COX15
ENSG00000023041	ZDHHC6
ENSG00000023330	ALAS1
ENSG00000023445	BIRC3
ENSG00000023608	SNAPC1
ENSG00000024526	DEPDC1
ENSG00000024862	CCDC28A
ENSG00000025156	HSF2
ENSG00000025800	KPNA6
ENSG00000026025	VIM
ENSG00000027697	IFNGR1
ENSG00000027847	B4GALT7
ENSG00000029153	ARNTL2
ENSG00000032219	ARID4A
ENSG00000033327	GAB2
ENSG00000035499	DEPDC1B
ENSG00000035681	NSMAF
ENSG00000036549	ZZZ3
ENSG00000038002	AGA
ENSG00000038210	PI4K2B
ENSG00000040487	PQLC2
ENSG00000040531	CTNS
ENSG00000041880	PARP3
ENSG00000043355	ZIC2
ENSG00000044446	PHKA2
ENSG00000047056	WDR37
ENSG00000047315	POLR2B
ENSG00000047634	SCML1
ENSG00000048392	RRM2B
ENSG00000048991	R3HDM1
ENSG00000049167	ERCC8
ENSG00000049246	PER3
ENSG00000049618	ARID1B
ENSG00000050426	LETMD1
ENSG00000051108	HERPUD1
ENSG00000051180	RAD51
ENSG00000053900	ANAPC4
ENSG00000054598	FOXC1
ENSG00000056972	TRAF3IP2
ENSG00000058063	ATP11B
ENSG00000058600	POLR3E
ENSG00000058799	YIPF1
ENSG00000059145	UNKL
ENSG00000060069	CTDP1
ENSG00000060237	WNK1
ENSG00000062485	CS
ENSG00000062725	APPBP2
ENSG00000063176	SPHK2
ENSG00000064309	CDON
ENSG00000064726	BTBD1
ENSG00000064933	PMS1
ENSG00000064961	HMG20B
ENSG00000064995	TAF11
ENSG00000065328	MCM10
ENSG00000065357	DGKA
ENSG00000065361	ERBB3
ENSG00000065457	ADAT1
ENSG00000065621	GSTO2
ENSG00000065923	SLC9A7
ENSG00000065970	FOXJ2
ENSG00000066185	ZMYND12
ENSG00000066279	ASPM
ENSG00000066422	ZBTB11
ENSG00000066427	ATXN3
ENSG00000066855	MTFR1
ENSG00000066933	MYO9A
ENSG00000067082	KLF6
ENSG00000067167	TRAM1
ENSG00000067182	TNFRSF1A
ENSG00000067221	STOML1
ENSG00000068024	HDAC4
ENSG00000068137	PLEKHH3
ENSG00000068308	OTUD5
ENSG00000068383	INPP5A
ENSG00000068885	IFT80
ENSG00000069509	FUNDC1
ENSG00000069943	PIGB
ENSG00000070018	LRP6
ENSG00000070081	NUCB2
ENSG00000070366	SMG6
ENSG00000070444	MNT
ENSG00000070540	WIPI1
ENSG00000070610	GBA2
ENSG00000071243	ING3
ENSG00000071564	TCF3
ENSG00000071575	TRIB2
ENSG00000071889	FAM3A
ENSG00000071967	CYBRD1
ENSG00000072121	ZFYVE26
ENSG00000072310	SREBF1
ENSG00000072756	TRNT1
ENSG00000072954	TMEM38A
ENSG00000072958	AP1M1
ENSG00000073417	PDE8A
ENSG00000073711	PPP2R3A
ENSG00000073969	NSF
ENSG00000074219	TEAD2
ENSG00000074590	NUAK1
ENSG00000074603	DPP8
ENSG00000074755	ZZEF1
ENSG00000075391	RASAL2
ENSG00000075975	MKRN2
ENSG00000076043	REXO2
ENSG00000076321	KLHL20
ENSG00000076604	TRAF4
ENSG00000077238	IL4R
ENSG00000077463	SIRT6
ENSG00000077713	LOC203427
ENSG00000078142	PIK3C3
ENSG00000078246	TULP3
ENSG00000078403	MLLT10
ENSG00000078699	CBFA2T2
ENSG00000078967	UBE2D4
ENSG00000079150	FKBP7
ENSG00000079387	SENP1
ENSG00000079974	RABL2B
ENSG00000080189	SLC35C2
ENSG00000080298	RFX3
ENSG00000080546	SESN1
ENSG00000080822	CLDND1
ENSG00000081019	RSBN1
ENSG00000081026	MAGI3
ENSG00000081041	CXCL2
ENSG00000081791	KIAA0141
ENSG00000082258	CCNT2
ENSG00000082497	SERTAD4
ENSG00000082512	TRAF5
ENSG00000082641	NFE2L1
ENSG00000082996	RNF13
