ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
660253	R-HSA-381426: Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	2	7	0.0813615608136156	0.002639811032773836	0.09435089886450641	["ENSG00000141753","ENSG00000146674"]	["IGFBP3","IGFBP4"]
1638835	R-HSA-1474244: Extracellular matrix organization	4	54	0.6276463262764632	0.0030986362072769366	0.09435089886450641	["ENSG00000011465","ENSG00000113140","ENSG00000115414","ENSG00000166147"]	["DCN","FBN1","FN1","SPARC"]
5655355	R-HSA-1226099: Signaling by FGFR in disease	2	8	0.09298464092984642	0.0034944777357224593	0.09435089886450641	["ENSG00000077782","ENSG00000145675"]	["FGFR1","PIK3R1"]
500335	R-HSA-5654736: Signaling by FGFR1	2	12	0.13947696139476962	0.00800332089611336	0.14644746626031901	["ENSG00000077782","ENSG00000145675"]	["FGFR1","PIK3R1"]
500685	R-HSA-75153: Apoptotic execution  phase	3	38	0.44167704441677047	0.009039967053106113	0.14644746626031901	["ENSG00000026025","ENSG00000104067","ENSG00000186868"]	["MAPT","TJP1 (ENSG00000104067)","VIM"]
599713	R-HSA-163125: Post-translational modification: synthesis of GPI-anchored proteins	1	1	0.011623080116230802	0.01162308011622879	0.15691158156908866	["ENSG00000011422"]	["PLAUR"]
507988	R-HSA-177929: Signaling by EGFR	2	17	0.1975923619759236	0.015910603006901523	0.1799386296756807	["ENSG00000076641","ENSG00000145675"]	["PAG1","PIK3R1"]
481024	R-HSA-216083: Integrin cell surface interactions	2	18	0.20921544209215442	0.01777171651117834	0.1799386296756807	["ENSG00000115414","ENSG00000166147"]	["FBN1","FN1"]
5655354	R-HSA-190236: Signaling by FGFR	2	22	0.2557077625570776	0.026075389383116064	0.22215552867030314	["ENSG00000077782","ENSG00000145675"]	["FGFR1","PIK3R1"]
450956	R-HSA-109581: Apoptosis	3	60	0.6973848069738481	0.030927174605138108	0.22215552867030314	["ENSG00000026025","ENSG00000104067","ENSG00000186868"]	["MAPT","TJP1 (ENSG00000104067)","VIM"]
500297	R-HSA-422475: Axon guidance	4	107	1.2436695724366957	0.03309435712874281	0.22215552867030314	["ENSG00000010810","ENSG00000077782","ENSG00000154134","ENSG00000169439"]	["FGFR1","FYN","ROBO3","SDC2"]
5357796	R-HSA-5357801: Programmed Cell Death	3	63	0.7322540473225405	0.03506866465193568	0.22215552867030314	["ENSG00000026025","ENSG00000104067","ENSG00000186868"]	["MAPT","TJP1 (ENSG00000104067)","VIM"]
8864265	R-HSA-8864260: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2	26	0.30220008302200085	0.03565459102115976	0.22215552867030314	["ENSG00000141736","ENSG00000163235"]	["ERBB2","TGFA"]
453169	R-HSA-75892: Platelet Adhesion to exposed collagen	1	4	0.04649232046492321	0.045715985437244026	0.24686632136111772	["ENSG00000010810"]	["FYN"]
456955	R-HSA-430116: GP1b-IX-V activation signalling	1	4	0.04649232046492321	0.045715985437244026	0.24686632136111772	["ENSG00000145675"]	["PIK3R1"]
