ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
GO:0006928	movement of cell or subcellular component	41	2439	9.668108108108108	1.1079029700936681E-18	1.271872609667531E-15	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000077942","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196405","ENSG00000196712","ENSG00000197043"]	["ANXA6","BGN","CLDN4","COL1A1","DCN","DOCK1","ENAH","ERBB2","EVL","FAS","FBLN1","FGFR1","FN1","FYN","HTRA1","IGF2","IGFBP3","IGFBP4","IGFBP7","ITGB5","LGALS1","MAPT","NF1","NF2","PAG1","PIK3R1","PLAUR","PLD2","PTPN14","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","TRIOBP","TRIP6","VIM"]
GO:0048870	cell motility	35	2082	8.252972972972973	2.3906029185041834E-15	9.285281177400262E-13	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000197043"]	["ANXA6","BGN","CLDN4","COL1A1","DCN","DOCK1","ENAH","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP3","IGFBP4","IGFBP7","ITGB5","LGALS1","NF2","PAG1","PLAUR","PLD2","PTPN14","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","TRIOBP","TRIP6","VIM"]
GO:0051674	localization of cell	35	2083	8.256936936936937	2.426467206637699E-15	9.285281177400262E-13	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000197043"]	["ANXA6","BGN","CLDN4","COL1A1","DCN","DOCK1","ENAH","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP3","IGFBP4","IGFBP7","ITGB5","LGALS1","NF2","PAG1","PLAUR","PLD2","PTPN14","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","TRIOBP","TRIP6","VIM"]
GO:0040011	locomotion	35	2319	9.192432432432433	6.560486235929807E-14	1.8828595497118547E-11	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000197043"]	["ANXA6","BGN","CLDN4","COL1A1","DCN","DOCK1","ENAH","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP3","IGFBP4","IGFBP7","ITGB5","LGALS1","NF2","PAG1","PLAUR","PLD2","PTPN14","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","TRIOBP","TRIP6","VIM"]
GO:0016477	cell migration	32	1953	7.741621621621622	1.6268673463965818E-13	3.0995205647576496E-11	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143"]	["BGN","CLDN4","COL1A1","DCN","DOCK1","ENAH","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP4","IGFBP7","ITGB5","LGALS1","NF2","PLAUR","PLD2","PTPN14","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","TRIOBP","TRIP6","VIM"]
GO:0007155	cell adhesion	31	1829	7.25009009009009	1.9568385460814197E-13	3.0995205647576496E-11	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000101096","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141753","ENSG00000146674","ENSG00000152104","ENSG00000154380","ENSG00000163453","ENSG00000166147","ENSG00000168685","ENSG00000169439","ENSG00000186575","ENSG00000189143","ENSG00000197043","ENSG00000197467"]	["ANXA6","CLDN4","COL13A1","COL7A1","DCN","EGR1","ENAH","FAS","FBN1","FGFR1","FN1","FYN","IGFBP3","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","NF2","NFATC2","PAG1","PLAUR","PLD2","PTPN14","SDC2","SERPINE2","SPARC","TGFBI","TLR2","TRIP6","VIM"]
GO:0022610	biological adhesion	31	1831	7.258018018018018	2.0156659857560195E-13	3.0995205647576496E-11	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000101096","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141753","ENSG00000146674","ENSG00000152104","ENSG00000154380","ENSG00000163453","ENSG00000166147","ENSG00000168685","ENSG00000169439","ENSG00000186575","ENSG00000189143","ENSG00000197043","ENSG00000197467"]	["ANXA6","CLDN4","COL13A1","COL7A1","DCN","EGR1","ENAH","FAS","FBN1","FGFR1","FN1","FYN","IGFBP3","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","NF2","NFATC2","PAG1","PLAUR","PLD2","PTPN14","SDC2","SERPINE2","SPARC","TGFBI","TLR2","TRIP6","VIM"]
GO:0051239	regulation of multicellular organismal process	35	2412	9.561081081081081	2.159944644430418E-13	3.0995205647576496E-11	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000082781","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000149948","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000163235","ENSG00000163453","ENSG00000166402","ENSG00000166886","ENSG00000167244","ENSG00000168056","ENSG00000168685","ENSG00000182492","ENSG00000186575","ENSG00000196712","ENSG00000197565"]	["BGN","COL1A1","COL4A6","DCN","DOCK1","EGR1","ERBB2","FAS","FYN","HMGA2","IGF2","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","LTBP3","NAB2","NF1","NF2","NFATC2","PIK3R1","PLAUR","PLD2","PTPN14","ROBO4","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TUB","VIM"]
GO:0007166	cell surface receptor signaling pathway	33	2161	8.566126126126127	4.007210067619186E-13	5.1114190640298056E-11	["ENSG00000011422","ENSG00000011465","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000087077","ENSG00000100097","ENSG00000101096","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000136603","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000149948","ENSG00000150760","ENSG00000151491","ENSG00000152104","ENSG00000154133","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000167244","ENSG00000168056","ENSG00000168685","ENSG00000169439","ENSG00000186575","ENSG00000189143","ENSG00000196352"]	["CD55","CLDN4","COL7A1","DCN","DOCK1","EGR1","EPS8","ERBB2","FAS","FGFR1","FN1","HMGA2","HTRA1","IGF2","IGFBP4","IGFBP7","IL7R","LGALS1","LTBP3","NF2","NFATC2","PAG1","PIK3R1","PLAUR","PLD2","PTPN14","ROBO4","SDC2","SKIL","SPARC","TGFA","TGFBI","TRIP6"]
GO:0006468	protein phosphorylation	35	2625	10.405405405405405	2.716683484924733E-12	3.1187526406935937E-10	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000131788","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000152104","ENSG00000154133","ENSG00000154380","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000196712","ENSG00000197043"]	["ANXA6","BGN","DCN","DOCK1","EGR1","ENAH","ERBB2","FAS","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IL7R","ITGB5","LGALS1","MARK1","NF1","NF2","PAG1","PIAS3","PIK3R1","PLAUR","PLD2","PTPN14","ROBO4","SDC2","SERPINE2","SPARC","TGFA","TGFBI","TLR2","TRIP6"]
