ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
GO:0005578	proteinaceous extracellular matrix	14	246	1.16951418808498	6.7970057136591756E-12	6.5930955422494E-10	["ENSG00000011465","ENSG00000077942","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000163453","ENSG00000166147","ENSG00000168056","ENSG00000182492","ENSG00000196352","ENSG00000197565"]	["BGN","CD55","COL1A1","COL4A6","COL7A1","DCN","FBLN1","FBN1","FN1","IGFBP7","LGALS1","LTBP3","SPARC","TGFBI"]
GO:0031012	extracellular matrix	14	260	1.2360719061060763	1.4335638604569845E-11	6.952784723216375E-10	["ENSG00000011465","ENSG00000077942","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000163453","ENSG00000166147","ENSG00000168056","ENSG00000182492","ENSG00000196352","ENSG00000197565"]	["BGN","CD55","COL1A1","COL4A6","COL7A1","DCN","FBLN1","FBN1","FN1","IGFBP7","LGALS1","LTBP3","SPARC","TGFBI"]
GO:0044421	extracellular region part	21	916	4.354776407666023	6.090966971582745E-10	1.9694126541450877E-8	["ENSG00000011422","ENSG00000011465","ENSG00000026103","ENSG00000077942","ENSG00000100097","ENSG00000100342","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168056","ENSG00000182492","ENSG00000196352","ENSG00000197565"]	["APOL1","BGN","CD55","COL1A1","COL4A6","COL7A1","DCN","FAS","FBLN1","FBN1","FN1","HTRA1","IGF2","IGFBP3","IGFBP7","LGALS1","LTBP3","PLAUR","SPARC","TGFA","TGFBI"]
GO:0005576	extracellular region	23	1406	6.684296538404397	4.863795044875367E-8	1.1794702983822765E-6	["ENSG00000011422","ENSG00000011465","ENSG00000026103","ENSG00000077942","ENSG00000100097","ENSG00000100342","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168056","ENSG00000182492","ENSG00000196352","ENSG00000197565"]	["APOL1","BGN","CD55","COL1A1","COL4A6","COL7A1","DCN","ERBB2","FAS","FBLN1","FBN1","FN1","HTRA1","IGF2","IGFBP3","IGFBP4","IGFBP7","LGALS1","LTBP3","PLAUR","SPARC","TGFA","TGFBI"]
GO:0030054	cell junction	10	326	1.549844005348388	2.8692816123100242E-6	5.566406327881447E-5	["ENSG00000082781","ENSG00000087077","ENSG00000104067","ENSG00000115414","ENSG00000141736","ENSG00000150760","ENSG00000152104","ENSG00000154380","ENSG00000163453","ENSG00000189143"]	["CLDN4","DOCK1","ENAH","ERBB2","FN1","IGFBP7","ITGB5","PTPN14","TJP1 (ENSG00000104067)","TRIP6"]
GO:0005581	collagen trimer	5	50	0.23770613578963007	3.722054592842503E-6	6.017321591762046E-5	["ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000197467","ENSG00000197565"]	["COL13A1","COL1A1","COL4A6","COL7A1","SPARC"]
GO:0098644	complex of collagen trimers	4	27	0.12836131332640024	7.509637849969231E-6	1.0406212449243076E-4	["ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000197565"]	["COL1A1","COL4A6","COL7A1","SPARC"]
GO:0005912	adherens junction	7	159	0.7559055118110236	9.920731104761246E-6	1.2028886464523011E-4	["ENSG00000082781","ENSG00000087077","ENSG00000104067","ENSG00000115414","ENSG00000150760","ENSG00000152104","ENSG00000154380"]	["DOCK1","ENAH","FN1","ITGB5","PTPN14","TJP1 (ENSG00000104067)","TRIP6"]
GO:0044420	extracellular matrix component	6	107	0.5086911305898083	1.12940593452235E-5	1.2172486183185327E-4	["ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000163453","ENSG00000166147","ENSG00000197565"]	["COL1A1","COL4A6","COL7A1","FBN1","IGFBP7","SPARC"]
GO:0070161	anchoring junction	7	176	0.8367255979794979	1.9213681863224246E-5	1.863727140732752E-4	["ENSG00000082781","ENSG00000087077","ENSG00000104067","ENSG00000115414","ENSG00000150760","ENSG00000152104","ENSG00000154380"]	["DOCK1","ENAH","FN1","ITGB5","PTPN14","TJP1 (ENSG00000104067)","TRIP6"]
GO:0005615	extracellular space	13	714	3.3944436190759175	2.51382915942292E-5	2.2167402587638474E-4	["ENSG00000011422","ENSG00000026103","ENSG00000077942","ENSG00000100342","ENSG00000115414","ENSG00000120708","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168056"]	["APOL1","FAS","FBLN1","FBN1","FN1","HTRA1","IGF2","IGFBP3","IGFBP7","LTBP3","PLAUR","TGFA","TGFBI"]
GO:0005925	focal adhesion	5	100	0.47541227157926014	1.1020214219441205E-4	8.04388152178375E-4	["ENSG00000082781","ENSG00000087077","ENSG00000115414","ENSG00000150760","ENSG00000154380"]	["DOCK1","ENAH","FN1","ITGB5","TRIP6"]
GO:0005924	cell-substrate adherens junction	5	101	0.48016639429505276	1.155200872770739E-4	8.04388152178375E-4	["ENSG00000082781","ENSG00000087077","ENSG00000115414","ENSG00000150760","ENSG00000154380"]	["DOCK1","ENAH","FN1","ITGB5","TRIP6"]
GO:0030055	cell-substrate junction	5	104	0.49442876244243056	1.3266236161236117E-4	8.04388152178375E-4	["ENSG00000082781","ENSG00000087077","ENSG00000115414","ENSG00000150760","ENSG00000154380"]	["DOCK1","ENAH","FN1","ITGB5","TRIP6"]
GO:0016942	insulin-like growth factor binding protein complex	2	4	0.019016490863170407	1.3268258180261855E-4	8.04388152178375E-4	["ENSG00000146674","ENSG00000163453"]	["IGFBP3","IGFBP7"]
GO:0036454	growth factor complex	2	4	0.019016490863170407	1.3268258180261855E-4	8.04388152178375E-4	["ENSG00000146674","ENSG00000163453"]	["IGFBP3","IGFBP7"]
GO:0005886	plasma membrane	28	3482	16.553855296389838	0.0014074515504397464	0.007270405144087403	["ENSG00000010810","ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000104067","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000150760","ENSG00000163235","ENSG00000168056","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043","ENSG00000197467"]	["ANXA6","BGN","CD55","CLDN4","COL13A1","DOCK1","ERBB2","FAS","FGFR1","FYN","IL7R","ITGB5","LGALS1","LTBP3","MAPT","NF1","NF2","PAG1","PLAUR","PLD2","SDC2","SERPINE2","TGFA","TJP1 (ENSG00000104067)","TLR2","TLR6","TRIP6","VIM"]
GO:0005583	fibrillar collagen trimer	2	12	0.057049472589511215	0.0014240999766769139	0.007270405144087403	["ENSG00000108821","ENSG00000113140"]	["COL1A1","SPARC"]
GO:0098643	banded collagen fibril	2	12	0.057049472589511215	0.0014240999766769139	0.007270405144087403	["ENSG00000108821","ENSG00000113140"]	["COL1A1","SPARC"]
GO:0071944	cell periphery	28	3529	16.77729906403209	0.001751969579475363	0.00849705246045551	["ENSG00000010810","ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000082781","ENSG00000087077","ENSG00000100097","ENSG00000104067","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000150760","ENSG00000163235","ENSG00000168056","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043","ENSG00000197467"]	["ANXA6","BGN","CD55","CLDN4","COL13A1","DOCK1","ERBB2","FAS","FGFR1","FYN","IL7R","ITGB5","LGALS1","LTBP3","MAPT","NF1","NF2","PAG1","PLAUR","PLD2","SDC2","SERPINE2","TGFA","TJP1 (ENSG00000104067)","TLR2","TLR6","TRIP6","VIM"]
GO:0005911	cell-cell junction	5	202	0.9603327885901055	0.002694032511200156	0.012443864456495958	["ENSG00000082781","ENSG00000087077","ENSG00000104067","ENSG00000163453","ENSG00000189143"]	["CLDN4","IGFBP7","ITGB5","TJP1 (ENSG00000104067)","TRIP6"]
GO:0005604	basement membrane	3	76	0.3613133264002377	0.005628085402492767	0.02481474018371811	["ENSG00000114270","ENSG00000163453","ENSG00000197565"]	["COL4A6","COL7A1","IGFBP7"]
GO:0005856	cytoskeleton	12	1124	5.343633932550884	0.0060945443386346025	0.025703078297719846	["ENSG00000026025","ENSG00000087077","ENSG00000100106","ENSG00000104067","ENSG00000116141","ENSG00000141753","ENSG00000151150","ENSG00000166033","ENSG00000186575","ENSG00000186868","ENSG00000196405","ENSG00000196712"]	["ANK3","EVL","HTRA1","IGFBP4","MAPT","MARK1","NF1","NF2","TJP1 (ENSG00000104067)","TRIOBP","TRIP6","VIM"]
GO:0005913	cell-cell adherens junction	2	31	0.14737780418957064	0.009467426220066766	0.038264180972769846	["ENSG00000087077","ENSG00000104067"]	["TJP1 (ENSG00000104067)","TRIP6"]
GO:0042995	cell projection	6	403	1.9159114544644185	0.012050978422006116	0.046757796277383724	["ENSG00000035115","ENSG00000151150","ENSG00000154380","ENSG00000169439","ENSG00000175220","ENSG00000186575"]	["ANK3","ARHGAP1","ENAH","NF2","SDC2","SH3YL1"]
GO:0099512	supramolecular fiber	5	327	1.5545981280641807	0.019448352514267277	0.06987000718088614	["ENSG00000026025","ENSG00000087077","ENSG00000166033","ENSG00000196405","ENSG00000196712"]	["EVL","HTRA1","NF1","TRIP6","VIM"]
GO:0099513	polymeric cytoskeletal fiber	5	327	1.5545981280641807	0.019448352514267277	0.06987000718088614	["ENSG00000026025","ENSG00000087077","ENSG00000166033","ENSG00000196405","ENSG00000196712"]	["EVL","HTRA1","NF1","TRIP6","VIM"]
GO:0015629	actin cytoskeleton	5	349	1.6591888278116178	0.024937049962775834	0.08638906594247342	["ENSG00000087077","ENSG00000100106","ENSG00000104067","ENSG00000186868","ENSG00000196405"]	["EVL","MAPT","TJP1 (ENSG00000104067)","TRIOBP","TRIP6"]
GO:0005923	bicellular tight junction	2	61	0.2900014856633487	0.03402099294091572	0.11000121050896082	["ENSG00000104067","ENSG00000189143"]	["CLDN4","TJP1 (ENSG00000104067)"]
GO:0070160	occluding junction	2	61	0.2900014856633487	0.03402099294091572	0.11000121050896082	["ENSG00000104067","ENSG00000189143"]	["CLDN4","TJP1 (ENSG00000104067)"]
GO:0043296	apical junction complex	2	67	0.3185262219581043	0.04036806920432807	0.12631299073612332	["ENSG00000104067","ENSG00000189143"]	["CLDN4","TJP1 (ENSG00000104067)"]
GO:0048471	perinuclear region of cytoplasm	3	164	0.7796761253899867	0.043096022483429954	0.13063481815289704	["ENSG00000026025","ENSG00000087077","ENSG00000129219"]	["PLD2","TRIP6","VIM"]
GO:0045121	membrane raft	3	174	0.8272173525479126	0.04985245656357325	0.14222612607842958	["ENSG00000011422","ENSG00000026103","ENSG00000076641"]	["FAS","PAG1","PLAUR"]
GO:0098857	membrane microdomain	3	174	0.8272173525479126	0.04985245656357325	0.14222612607842958	["ENSG00000011422","ENSG00000026103","ENSG00000076641"]	["FAS","PAG1","PLAUR"]
