ID	Gene symbol ID
ENSG00000000457	SCYL3
ENSG00000000938	FGR
ENSG00000004660	CAMKK1
ENSG00000004799	PDK4
ENSG00000005882	PDK2
ENSG00000006062	MAP3K14
ENSG00000006432	MAP3K9
ENSG00000006837	CDKL3
ENSG00000007047	MARK4
ENSG00000007264	MATK
ENSG00000008086	CDKL5
ENSG00000008118	CAMK1G
ENSG00000008128	CDK11A
ENSG00000010219	DYRK4
ENSG00000010671	BTK
ENSG00000010810	FYN
ENSG00000011566	MAP4K3
ENSG00000012983	MAP4K5
ENSG00000013441	CLK1
ENSG00000027075	PRKCH
ENSG00000027644	INSRR
ENSG00000028116	VRK2
ENSG00000030304	MUSK
ENSG00000034152	MAP2K3
ENSG00000035664	DAPK2
ENSG00000037280	FLT4
ENSG00000038382	TRIO
ENSG00000044524	EPHA3
ENSG00000047936	ROS1
ENSG00000051382	PIK3CB
ENSG00000055332	EIF2AK2
ENSG00000058091	CDK14
ENSG00000058404	CAMK2B
ENSG00000058729	RIOK2
ENSG00000059758	CDK17
ENSG00000060140	STYK1
ENSG00000060237	WNK1
ENSG00000061938	TNK2
ENSG00000062524	LTK
ENSG00000063761	ADCK1
ENSG00000064393	HIPK2
ENSG00000065243	PKN2
ENSG00000065361	ERBB3
ENSG00000065534	MYLK
ENSG00000065613	SLK
ENSG00000065675	PRKCQ
ENSG00000065883	CDK13
ENSG00000066056	TIE1
ENSG00000066468	FGFR2
ENSG00000067606	PRKCZ
ENSG00000067900	ROCK1
ENSG00000067992	PDK3
ENSG00000069020	MAST4
ENSG00000070019	GUCY2C
ENSG00000070759	TESK2
ENSG00000070770	CSNK2A2
ENSG00000070808	CAMK2A
ENSG00000070886	EPHA8
ENSG00000071054	MAP4K4
ENSG00000071242	RPS6KA2
ENSG00000071575	TRIB2
ENSG00000071909	MYO3B
ENSG00000072133	RPS6KA6
ENSG00000072195	SPEG
ENSG00000072518	MARK2
ENSG00000072786	STK10
ENSG00000073331	ALPK1
ENSG00000073803	MAP3K13
ENSG00000074590	NUAK1
ENSG00000074966	TXK
ENSG00000075413	MARK3
ENSG00000077264	PAK3
ENSG00000077782	FGFR1
ENSG00000079277	MKNK1
ENSG00000080224	EPHA6
ENSG00000080823	MOK
ENSG00000081320	STK17B
ENSG00000082146	STRADB
ENSG00000083290	ULK2
ENSG00000085511	MAP3K4
ENSG00000086015	MAST2
ENSG00000086232	EIF2AK1
ENSG00000089022	MAPKAPK5
ENSG00000090376	IRAK3
ENSG00000091436	MAP3K20
ENSG00000092439	TRPM7
ENSG00000092445	TYRO3
ENSG00000095015	MAP3K1
ENSG00000095777	MYO3A
ENSG00000097046	CDC7
ENSG00000099308	MAST3
ENSG00000099725	PRKY
ENSG00000099875	MKNK2
ENSG00000100077	GRK3
ENSG00000100490	CDKL1
ENSG00000100749	VRK1
ENSG00000101049	SGK2
ENSG00000101109	STK4
ENSG00000101213	PTK6
ENSG00000101255	TRIB3
ENSG00000101306	MYLK2
ENSG00000101336	HCK
ENSG00000101349	PAK5
ENSG00000101782	RIOK3
ENSG00000101890	GUCY2F
ENSG00000102010	BMX
ENSG00000102096	PIM2
ENSG00000102225	CDK16
ENSG00000102572	STK24
ENSG00000102755	FLT1
ENSG00000103319	EEF2K
ENSG00000103507	BCKDK
ENSG00000103653	CSK
ENSG00000104205	SGK3
ENSG00000104312	RIPK2
ENSG00000104375	STK3
ENSG00000104814	MAP4K1
ENSG00000104936	DMPK
ENSG00000105053	VRK3
ENSG00000105146	AURKC
ENSG00000105204	DYRK1B
ENSG00000105287	PRKD2
ENSG00000105397	TYK2
ENSG00000105613	MAST1
ENSG00000105639	JAK3
ENSG00000105723	GSK3A
ENSG00000105851	PIK3CG
ENSG00000105976	MET
ENSG00000106123	EPHB6
ENSG00000106683	LIMK1
ENSG00000106799	TGFBR1
ENSG00000107140	TESK1
ENSG00000107779	BMPR1A
ENSG00000107968	MAP3K8
ENSG00000110422	HIPK3
ENSG00000110931	CAMKK2
ENSG00000111816	FRK
ENSG00000111837	MAK
ENSG00000112079	STK38
ENSG00000112144	ICK
ENSG00000112655	PTK7
ENSG00000112739	PRPF4B
ENSG00000112742	TTK
ENSG00000113240	CLK4
ENSG00000113263	ITK
ENSG00000113712	CSNK1A1
ENSG00000113721	PDGFRB
ENSG00000114124	GRK7
ENSG00000114670	NEK11
ENSG00000114738	MAPKAPK3
ENSG00000114739	ACVR2B
ENSG00000114904	NEK4
ENSG00000115085	ZAP70
ENSG00000115170	ACVR1
ENSG00000115216	NRBP1
ENSG00000115661	STK16
ENSG00000115687	PASK
ENSG00000115694	STK25
ENSG00000115825	PRKD3
ENSG00000115977	AAK1
ENSG00000116106	EPHA4
ENSG00000116141	MARK1
ENSG00000116783	TNNI3K
ENSG00000117020	AKT3
ENSG00000117266	CDK18
ENSG00000117650	NEK2
ENSG00000117676	RPS6KA1
ENSG00000118515	SGK1
ENSG00000119121	TRPM6
ENSG00000119408	NEK6
ENSG00000119638	NEK9
ENSG00000120156	TEK
ENSG00000120539	MASTL
ENSG00000120899	PTK2B
ENSG00000121101	TEX14
ENSG00000121879	PIK3CA
ENSG00000121989	ACVR2A
ENSG00000122025	FLT3
ENSG00000122966	CIT
ENSG00000123572	NRK
ENSG00000123612	ACVR1C
ENSG00000123815	COQ8B
ENSG00000124784	RIOK1
ENSG00000125388	GRK4
ENSG00000125508	SRMS
ENSG00000125834	STK35
ENSG00000126562	WNK4
ENSG00000126583	PRKCG
ENSG00000126934	MAP2K2
ENSG00000127334	DYRK2
ENSG00000128052	KDR
ENSG00000128829	EIF2AK4
ENSG00000128881	TTBK2
ENSG00000129465	RIPK3
ENSG00000130413	STK33
ENSG00000130669	PAK4
ENSG00000130758	MAP3K10
ENSG00000130822	PNCK
ENSG00000131023	LATS1
ENSG00000132356	PRKAA1
ENSG00000132518	GUCY2D
ENSG00000132964	CDK8
ENSG00000133059	DSTYK
ENSG00000133083	DCLK1
ENSG00000133216	EPHB2
ENSG00000133275	CSNK1G2
ENSG00000133597	ADCK2
ENSG00000134058	CDK7
ENSG00000134070	IRAK2
ENSG00000134072	CAMK1
ENSG00000134318	ROCK2
ENSG00000134398	ERN2
ENSG00000134602	STK26
ENSG00000134853	PDGFRA
ENSG00000135090	TAOK3
ENSG00000135250	SRPK2
ENSG00000135333	EPHA7
ENSG00000135409	AMHR2
ENSG00000135446	CDK4
ENSG00000135503	ACVR1B
ENSG00000135605	TEC
ENSG00000135828	RNASEL
ENSG00000136021	SCYL2
ENSG00000136098	NEK3
ENSG00000136383	ALPK3
ENSG00000136573	BLK
ENSG00000136643	RPS6KC1
ENSG00000136807	CDK9
ENSG00000137193	PIM1
ENSG00000137275	RIPK1
ENSG00000137601	NEK1
ENSG00000137764	MAP2K5
ENSG00000137843	PAK6
ENSG00000138395	CDK15
ENSG00000138669	PRKG2
ENSG00000138696	BMPR1B
ENSG00000138756	BMP2K
ENSG00000138769	CDKL2
ENSG00000139567	ACVRL1
ENSG00000139625	MAP3K12
ENSG00000139908	TSSK4
ENSG00000140443	IGF1R
ENSG00000140474	ULK3
ENSG00000140538	NTRK3
ENSG00000140795	MYLK3
ENSG00000140992	PDPK1
ENSG00000141503	MINK1
ENSG00000141551	CSNK1D
ENSG00000141639	MAPK4
ENSG00000141736	ERBB2
ENSG00000142149	HUNK
ENSG00000142178	SIK1
ENSG00000142186	SCYL1
ENSG00000142235	LMTK3
ENSG00000142627	EPHA2
ENSG00000142731	PLK4
ENSG00000142733	MAP3K6
ENSG00000142875	PRKACB
ENSG00000143322	ABL2
ENSG00000143479	DYRK3
ENSG00000143674	MAP3K21
ENSG00000143776	CDC42BPA
ENSG00000145242	EPHA5
ENSG00000145348	TBCK
ENSG00000145349	CAMK2D
ENSG00000145632	PLK2
ENSG00000145949	MYLK4
ENSG00000146216	TTBK1
ENSG00000146872	TLK2
ENSG00000146904	EPHA1
ENSG00000147044	CASK
ENSG00000147613	PSKH2
ENSG00000148053	NTRK2
ENSG00000148660	CAMK2G
ENSG00000149311	ATM
ENSG00000149930	TAOK2
ENSG00000150457	LATS2
ENSG00000151292	CSNK1G3
ENSG00000151422	FER
ENSG00000152256	PDK1
ENSG00000152332	UHMK1
ENSG00000152495	CAMK4
ENSG00000152520	PAN3
ENSG00000152953	STK32B
ENSG00000153208	MERTK
ENSG00000154237	LRRK1
ENSG00000154310	TNIK
ENSG00000154358	OBSCN
ENSG00000154928	EPHB1
ENSG00000155111	CDK19
ENSG00000155657	TTN
ENSG00000156345	CDK20
ENSG00000156711	MAPK13
ENSG00000156873	PHKG2
ENSG00000156970	BUB1B
ENSG00000157106	SMG1
ENSG00000157404	KIT
ENSG00000157540	DYRK1A
ENSG00000157764	BRAF
ENSG00000158828	PINK1
ENSG00000159792	PSKH1
ENSG00000159899	NPR2
ENSG00000160145	KALRN
ENSG00000160396	HIPK4
ENSG00000160447	PKN3
ENSG00000160469	BRSK1
ENSG00000160551	TAOK1
ENSG00000160584	SIK3
ENSG00000160602	NEK8
ENSG00000160867	FGFR4
ENSG00000162302	RPS6KA4
ENSG00000162409	PRKAA2
ENSG00000162434	JAK1
ENSG00000162526	TSSK3
ENSG00000162733	DDR2
ENSG00000162878	PKDCC
ENSG00000163050	COQ8A
ENSG00000163349	HIPK1
ENSG00000163482	STK36
ENSG00000163491	NEK10
ENSG00000163513	TGFBR2
ENSG00000163545	NUAK2
ENSG00000163558	PRKCI
ENSG00000163673	DCLK3
ENSG00000163785	RYK
ENSG00000163788	SNRK
ENSG00000163932	PRKCD
ENSG00000164076	CAMKV
ENSG00000164078	MST1R
ENSG00000164543	STK17A
ENSG00000164715	LMTK2
ENSG00000164776	PHKG1
ENSG00000164885	CDK5
ENSG00000164896	FASTK
ENSG00000165059	PRKACG
ENSG00000165238	WNK2
ENSG00000165304	MELK
ENSG00000165731	RET
ENSG00000165752	STK32C
ENSG00000166333	ILK
ENSG00000166483	WEE1
ENSG00000166484	MAPK7
ENSG00000166501	PRKCB
ENSG00000166851	PLK1
ENSG00000167258	CDK12
ENSG00000167601	AXL
ENSG00000167657	DAPK3
ENSG00000168038	ULK4
ENSG00000168067	MAP4K2
ENSG00000168078	PBK
ENSG00000168297	PXK
ENSG00000168404	MLKL
ENSG00000169071	ROR2
ENSG00000169302	STK32A
ENSG00000169398	PTK2
ENSG00000169418	NPR1
ENSG00000170145	SIK2
ENSG00000170209	ANKK1
ENSG00000170390	DCLK2
ENSG00000171094	ALK
ENSG00000171105	INSR
ENSG00000171132	PRKCE
ENSG00000171219	CDC42BPG
ENSG00000171435	KSR2
ENSG00000171608	PIK3CD
ENSG00000172071	EIF2AK3
ENSG00000172315	TP53RK
ENSG00000172680	MOS
ENSG00000172939	OXSR1
ENSG00000173020	GRK2
ENSG00000173137	ADCK5
ENSG00000173327	MAP3K11
ENSG00000173334	TRIB1
ENSG00000173517	PEAK1
ENSG00000173846	PLK3
ENSG00000174292	TNK1
ENSG00000174672	BRSK2
ENSG00000175054	ATR
ENSG00000175087	PDIK1L
ENSG00000175634	RPS6KB2
ENSG00000176105	YES1
ENSG00000176444	CLK2
ENSG00000176601	MAP3K19
ENSG00000177169	ULK1
ENSG00000177453	NIM1K
ENSG00000177602	HASPIN
ENSG00000178093	TSSK6
ENSG00000178568	ERBB4
ENSG00000178607	ERN1
ENSG00000178950	GAK
ENSG00000178999	AURKB
ENSG00000179335	CLK3
ENSG00000180138	CSNK1A1L
ENSG00000180815	MAP3K15
ENSG00000181085	MAPK15
ENSG00000181409	AATK
ENSG00000182511	FES
ENSG00000182541	LIMK2
ENSG00000182578	CSF1R
ENSG00000182580	EPHB3
