ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000179267	DAPK-isoform1(h):(p53(h))4	1.0	2	3	0.90909094	0.0	14.210509	3	["MO000030829","MO000179267"]	["(p53(h))4","DAPK-isoform1(h):(p53(h))4"]
MO000171331	(p53(h){ub})4	1.0	2	2	0.9375	0.003	14.000526	5	["MO000171327","MO000171331"]	["(p53(h){ub})2","(p53(h){ub})4"]
MO000324329	(p53-isoform1(h))2	1.0	2	2	0.47321433	0.003	14.152879	9	["MO000056623","MO000324329"]	["(p53-isoform1(h))2","p53-isoform1(h)"]
MO000094903	E2F-1(h):p53-isoform1(h){pS315}	1.0	2	3	0.4588745	0.0	14.209883	12	["MO000094900","MO000094903"]	["E2F-1(h):p53-isoform1(h){pS315}","p53-isoform1(h){pS315}"]
MO000292632	p53-isoform1(h):TRIM29-alpha(h)	1.0	2	3	0.4588745	0.0	12.960585	12	["MO000056623","MO000292632"]	["p53-isoform1(h)","p53-isoform1(h):TRIM29-alpha(h)"]
MO000057273	(p53-isoform4(h))4	1.0	2	2	0.47321433	0.003	12.87231	15	["MO000057270","MO000057273"]	["(p53-isoform4(h))4","p53-isoform4(h)"]
MO000165945	p53-isoform1(h):PIAS2-alpha(h)	1.0	2	3	0.4588745	0.0	12.949556	15	["MO000056623","MO000165945"]	["p53-isoform1(h)","p53-isoform1(h):PIAS2-alpha(h)"]
MO000324330	(p53-isoform1(h))4	1.0	2	2	0.47321433	0.002	11.939583	20	["MO000056623","MO000324330"]	["(p53-isoform1(h))4","p53-isoform1(h)"]
MO000339348	(GLEA2-isoform1(h))2:p53-isoform1(h){metK382}2	1.0	2	3	0.4588745	0.0	12.922489	21	["MO000335591","MO000339348"]	["(GLEA2-isoform1(h))2:p53-isoform1(h){metK382}2","p53-isoform1(h){metK382}2"]
MO000339347	(GLEA2-isoform1(h))2:p53-isoform1(h){metK370}2	1.0	2	3	0.4588745	0.001	15.780234	23	["MO000339345","MO000339347"]	["(GLEA2-isoform1(h))2:p53-isoform1(h){metK370}2","p53-isoform1(h){metK370}2"]
MO000101463	(p53(h))4	1.0	2	2	0.9375	0.004	11.124141	24	["MO000101462","MO000101463"]	["(p53(h))2","(p53(h))4"]
MO000165943	p53-isoform1(h):Ubc9(h)	1.0	2	3	0.4588745	0.0	11.989774	24	["MO000056623","MO000165943"]	["p53-isoform1(h)","p53-isoform1(h):Ubc9(h)"]
MO000149606	p53-isoform1(h):CHIP-isoform1(h)	1.0	2	3	0.4588745	0.0	11.995081	31	["MO000056623","MO000149606"]	["p53-isoform1(h)","p53-isoform1(h):CHIP-isoform1(h)"]
