ID	UniProt ID	Average Intensity	Gene symbol ID	Gene symbol ID_1	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000004897	P30260	37.92796262236561	CDC27	CDC27	1.61193783929779	2817.17016246372	0.196510662385217	3.50513352475602	4.56378333096264E-4	0.00130946453910923
ENSG00000005339	Q92793	2.526479531347272	CREBBP	CREBBP	-1.25668546779833	1457.52496440234	0.204604499602449	-1.61102814246473	0.107173588703008	0.163090243678491
ENSG00000033800	O75925	2.469548292043112	PIAS1	PIAS1	-1.81227152541041	879.748854395653	0.176253387867804	-4.86685183868601	1.13389969611616E-6	5.43418570423398E-6
ENSG00000072062	P17612	206.6057858634363	PRKACA	PRKACA	-1.34504661958813	1799.25257007234	0.144981974186003	-2.94971964723019	0.00318062399466344	0.00745807733043592
ENSG00000075643	Q96EN8	8.72910540201138	MOCOS	MOCOS	2.33371349392614	424.430004320521	0.321090733983154	3.80773197504093	1.4024715799286E-4	4.54314010750338E-4
ENSG00000077312	P09012	333.2695982603265	SNRPA	SNRPA	1.88598055718932	1079.40572942295	0.166204412288275	5.50716308046945	3.64662419969079E-8	2.21395783720785E-7
ENSG00000080986	O14777	51.96958395166867	NDC80	NDC80	4.5696857116493	456.002120749928	0.381148618358299	5.75128660886129	8.8566820462076E-9	5.84451316569092E-8
ENSG00000085365	O15126	276.30135066242417	SCAMP1	SCAMP1	1.08008835338993	997.55154281088	0.225291133960182	0.493358662656463	0.621759185131188	0.701089233576328
ENSG00000086758	Q7Z6Z7	207.64239845626474	HUWE1	HUWE1	1.73982582394194	3814.24635779714	0.149049577881937	5.36024921854044	8.31072218989714E-8	4.79136596622394E-7
ENSG00000087586	O14965	48.20868280640476	AURKA	AURKA	6.54779176224536	1311.43192554705	0.366844719130666	7.39007078336287	1.46750670635995E-13	1.71695505275353E-12
ENSG00000088325	Q9ULW0	76.33775254705671	TPX2	TPX2	4.10385569262502	3737.82574532443	0.335973538042968	6.0629179696325	1.33673851542082E-9	9.9790962888364E-9
ENSG00000096063	Q96SB4	318.9419498812291	SRPK1	SRPK1	4.53339731980377	3469.98900369649	0.18741415932151	11.6351540168906	2.73096737144196E-31	1.04139203315325E-29
ENSG00000100393	Q09472	2.2722006353915436	EP300	EP300	1.18844202623241	1064.26354596682	0.220488299564773	1.12963603476418	0.258629620451932	0.343551119307991
ENSG00000104852	P08621	653.7794170443055	SNRNP70	SNRNP70	1.35645326990658	1805.55129980682	0.256784869158325	1.7128709677382	0.0867362804410021	0.136590050530197
ENSG00000105974	Q03135	3034.498095041723	CAV1	CAV1	-1.99461552180703	16653.289549821	0.482693634549965	-2.0636499238201	0.0390509204672298	0.068358475824968
ENSG00000107643	P45983-3	24.878764667950193	MAPK8	MAPK8	1.20379634592002	461.269615013245	0.25056454441379	1.06795374116599	0.285541378896841	0.37272728328267
ENSG00000108654	P17844	2282.287164037415	DDX5	DDX5	-1.24571299894003	8134.59151825053	0.212503782514959	-1.49160508554157	0.135802704226417	0.199790713350486
ENSG00000109320	P19838	37.44628244619395	NFKB1	NFKB1	-1.09227048454242	803.43007017609	0.0839346722024251	-1.51701506817061	0.129262879711728	0.191675813590783
ENSG00000110395	P22681	34.89653254627652	CBL	CBL	-1.0197688171648	806.493103484182	0.0984159086130285	-0.286967106594158	0.774137506556101	0.832202334092148
ENSG00000116478	Q13547	263.6052229299427	HDAC1	HDAC1	1.20391644330342	1291.37644495307	0.123255892818256	2.17219039632227	0.0298413047674806	0.0540758756823442
ENSG00000117399	Q12834	22.522729879670077	CDC20	CDC20	5.90040400134196	1278.02720833175	0.467860720795849	5.47345315716201	4.41349585919507E-8	2.64959870458479E-7
ENSG00000123374	P24941	218.76822164939668	CDK2	CDK2	1.83335782496876	667.531248312675	0.384930860991681	2.27180639298217	0.0230982065658831	0.0431998701364647
ENSG00000125743	P62316	3720.0851786865196	SNRPD2	SNRPD2	1.64714969097017	1955.99125049278	0.151295062785763	4.75872548743211	1.9481917461274E-6	8.9539202177485E-6
ENSG00000130177	Q13042-2	9.48703397680625	CDC16	CDC16	-1.29035753850502	1031.1020078477	0.119407601755221	-3.07996195009016	0.00207027041786419	0.00509830396904764
ENSG00000131747	P11388	210.46694808627933	TOP2A	TOP2A	3.96150573621065	5396.04528223023	0.341656575418963	5.81299771209314	6.13639004263088E-9	4.16795486402994E-8
ENSG00000137801	P07996	279.25574014539933	THBS1	THBS1	-4.59408163088353	49320.2247396386	0.395570262486817	-5.56102594249032	2.68193322224449E-8	1.65759304456382E-7
ENSG00000139687	P06400	14.648864583670104	RB1	RB1	-1.37780096164364	1555.22889507363	0.19402076596596	-2.3830824900603	0.0171683467533986	0.0332885944975267
ENSG00000140464	P29590,P29590-11,P29590-14,P29590-2,P29590-3	161.8802121253423	PML	PML	-1.12160597710978	1116.27513453023	0.246086962709914	-0.672794449865716	0.501078069189538	0.589152982949823
ENSG00000141510	P04637	204.22253568233248	TP53	TP53	1.81612598838553	1237.74066869003	0.249350004696297	3.45243341729068	5.55554567340117E-4	0.00156423807645559
ENSG00000145386	P20248	15.26482101015249	CCNA2	CCNA2	4.7942773177543	1566.37048184588	0.456089054510373	4.95805224782499	7.12034168707072E-7	3.53726664832162E-6
ENSG00000146648	P00533	258.9332697492885	EGFR	EGFR	1.85308903495826	3144.03454492418	0.201943931634948	4.40682813627766	1.04895351345747E-5	4.20773398011918E-5
ENSG00000152465	O60551	73.03524157506922	NMT2	NMT2	2.45191767295751	685.131209512882	0.0841506167591299	15.3761266273417	2.36690125252733E-53	2.15022536580699E-51
ENSG00000154229	P17252	199.71339432628253	PRKCA	PRKCA	-1.45538546773123	2631.90052390709	0.163882606635757	-3.30359225699653	9.54545555762848E-4	0.0025471728599244
ENSG00000160691	P29353,P29353-6	40.76409565041987	SHC1	SHC1	-3.50432906354568	8898.55481553357	0.247865388358455	-7.2988740592094	2.90185776578789E-13	3.30742183545289E-12
ENSG00000161057	P35998	1924.454959588378	PSMC2	PSMC2	1.47047101994504	1610.05867372666	0.294887887168635	1.88640624476142	0.0592402316969951	0.0981906443005599
ENSG00000161638	P08648	133.48982999709932	ITGA5	ITGA5	-1.0033037403547	10007.64012755	0.368256041394666	-0.0129215363693407	0.989690392522345	0.992502012955647
ENSG00000164104	P26583	4493.591932139545	HMGB2	HMGB2	2.35780120698245	1378.50529199658	0.327775867678869	3.77526904109738	1.5983505814986E-4	5.12259959388201E-4
ENSG00000164109	Q13257	130.4872428917696	MAD2L1	MAD2L1	4.46761028130523	540.994919237664	0.4633450833046	4.66068038684562	3.15165805577453E-6	1.39465384237444E-5
ENSG00000164162	Q9UM13	7.585845646924412	ANAPC10	ANAPC10	1.22433819771511	195.646133796634	0.221131585262219	1.3204903629774	0.186671351478521	0.261963260735703
ENSG00000164611	O95997	3.762422121026722	PTTG1	PTTG1	3.50121652638967	740.553798617034	0.394146027662098	4.58676774217041	4.50160992432048E-6	1.93991596145726E-5
ENSG00000168610	P40763,P40763-2	167.9039331818393	STAT3	STAT3	1.16730895519789	2037.48195533976	0.23357996074432	0.955503431639567	0.339323170790929	0.429944633477828
ENSG00000170027	P61981	6613.047792994925	YWHAG	YWHAG	1.15338860294215	4004.29313259264	0.190418848628322	1.08118851290072	0.279613266718458	0.36614964603143
ENSG00000170312	P06493	1423.1717661354924	CDK1	CDK1	4.03124745180969	959.784978022744	0.392913032437758	5.11875702112458	3.07555890856088E-7	1.61627096194256E-6
ENSG00000175216	Q14008-2	188.68154226561984	CKAP5	CKAP5	2.15840368278339	4097.97853588274	0.221396637957629	5.01346689472544	5.34579684910153E-7	2.70796720256865E-6
ENSG00000175387	Q15796-2	174.31321561585594	SMAD2	SMAD2	-1.21880489414481	1189.52062926359	0.0910052573919657	-3.13682095421186	0.00170790390222828	0.00429668060203757
ENSG00000177479	O95376	11.177140355448643	ARIH2	ARIH2	1.34168786333822	1199.42094552759	0.0805622922207471	5.26361730074481	1.41248316234577E-7	7.84677584117894E-7
ENSG00000177885	P62993	187.9603652582619	GRB2	GRB2	1.12488381030059	1334.63082681017	0.261839996258858	0.648395947963573	0.516728890448844	0.605021364811928
ENSG00000179295	Q06124,Q06124-2	181.97356175760711	PTPN11	PTPN11	2.04117284031807	3542.51872804251	0.2469817168401	4.16791317085576	3.07400979995767E-5	1.12498196322503E-4
ENSG00000196504	O75400,O75400-3	120.04675100655771	PRPF40A	PRPF40A	1.15846914559578	2915.54650022968	0.205581548768683	1.0322892378879	0.301936641180829	0.390579750998758
ENSG00000197386	P42858	1.9732336818458427	HTT	HTT	-1.00423838504886	714.387127774189	0.128391250138587	-0.0475248536254526	0.962094922383355	0.973281156640166
ENSG00000213341	O15111	5.218629932884591	CHUK	CHUK	1.75690295909026	546.603478143637	0.249077193255569	3.26418688517434	0.00109778728225969	0.00289079349583529
ENSG00000253729	P78527	437.216668420702	PRKDC	PRKDC	1.38620825572928	3450.81880266822	0.287167150120097	1.64066125087954	0.100867752749756	0.154925545154554
