ID	Gene symbol ID
MO000000001	PRKACA
MO000000002	RAC1,RHOA
MO000000004	RAC1
MO000000008	SHC1
MO000000009	ARAF,BRAF,RAF1
MO000000011	MAPK1,MAPK3,MAPK6
MO000000013	EGFR,ERBB2,ERBB3,IGF1R
MO000000015	RAF1
MO000000016	ARAF
MO000000017	BRAF
MO000000018	MAP2K1
MO000000020	RAC1,RHOA
MO000000022	MAPK11,MAPK12,MAPK13,MAPK14
MO000000023	MAPK8,MAPK9
MO000000024	RASGRF1
MO000000031	IQGAP1
MO000000038	ELK1
MO000000046	PAK1
MO000000047	MAP3K1
MO000000048	AKT1
MO000000049	JUN
MO000000051	RPS6KA1,RPS6KA2,RPS6KA3
MO000000057	RAC1
MO000000058	RELA
MO000000060	MAP3K1,MAP3K2,MAP3K4
MO000000061	MAP2K3,MAP2K4,MAP2K6,MAP2K7
MO000000073	ARAF,BRAF,RAC1,RAF1
MO000000074	YWHAZ
MO000000075	ARAF,BRAF,MAP3K1,MAP3K2,MAP3K20,MAP3K4,MAP3K7,PAK1,PAK2,RAF1,TAOK1,TAOK2
MO000000076	MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7
MO000000077	MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK6,MAPK8,MAPK9
MO000000078	MAP2K1
MO000000080	ABL1
MO000000081	ABL1,EGFR,ERBB2,ERBB3,FYN,IGF1R,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,PTK6,TNK2
MO000000104	PRKCA,PRKCD
MO000000105	TGFA
MO000000106	PRKCA
MO000000107	EGFR
MO000000108	EGFR,ERBB2,ERBB3
MO000000110	SHC1
