ARAF	MAP2K1	activates
MAP2K1	MAPK3	activates
MAP2K1	MAPK1	activates
MAP2K3	MAPK8	activates
MAP2K6	MAPK8	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	PAK1	activates
RAC1	PAK1	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	MAP3K1	activates
MAP3K7	CHUK	activates
MAP3K7	IKBKB	activates
CUL2	ELOC	activates
MAPK13	MAPKAPK2	activates
MAPK13	MAPKAPK2	activates
MAPK12	MAPKAPK2	activates
JAK3	STAT3	activates
MAP2K1	MAPK3	activates
MAP2K1	MAPK1	activates
MAP3K1	MAP2K1	activates
MAP3K1	MAP2K1	activates
MAP3K11	MAP2K7	activates
RPS6KA2	GSK3B	inactivates
RPS6KA1	GSK3B	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
MTOR	RPS6KB1	activates
DVL2	GSK3B	inactivates
MAPK6	FOS	activates
MAPK1	FOS	activates
PTPN13	FAS	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	activates
DVL2	CTNNB1	activates
DVL2	CTNNB1	activates
ARAF	MAP2K1	activates
AKT1	RAF1	inactivates
MAPK6	MAPKAPK2	activates
MAPK7	MAPKAPK2	activates
MAPK6	MAPKAPK2	activates
MAPK6	RPS6KA1	activates
MAPK6	RPS6KA3	activates
MAPK6	RPS6KA2	activates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
PAK2	MAPK9	activates
DUSP10	MAPK14	inactivates
MAPK6	PTPN7	activates
PTPN7	MAPK1	inactivates
MAPK6	MAPKAPK3	activates
MAPK14	MAPKAPK2	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
RARB	CTNNB1	activates
RARA	CTNNB1	activates
CASP9	AKT2	inactivates
IQGAP1	CTNNB1	activates
COPS5	JUN	activates
GSK3B	CDH1	inactivates
MAP2K4	RARB	inactivates
MAP2K3	MAPK14	activates
MAP2K4	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK11	activates
MAPK11	MAPKAPK3	activates
MAPK11	MAPKAPK3	activates
MAPK11	MAPKAPK2	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAP3K1	CHUK	activates
MAP3K1	CHUK	activates
MAP3K1	CHUK	activates
MAP3K1	IKBKB	activates
MAP2K6	MAP2K6	inactivates
MAP3K7	MAP2K6	inactivates
MAPK6	RPS6KA5	activates
MAPK7	RPS6KA5	activates
MAPK1	JUN	activates
IRS1	FYN	activates
NFKBIA	UBE2I	activates
APAF1	CASP9	activates
MAPK6	RPS6KB1	activates
CSNK2A1:CSNK2A2:CSNK2B	JUN	inactivates
MAP3K1	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K12	MAP2K7	activates
