ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000173312	p53(h):s100a1-isoform1(h)	1.05	2	3	0.5692362	0.0	15.943188	16	["MO000019548","MO000173312"]	["p53(h)","p53(h):s100a1-isoform1(h)"]
MO000035440	BAF47(h):p53(h)	1.05	2	3	0.5692362	0.001	18.235973	20	["MO000019548","MO000035440"]	["BAF47(h):p53(h)","p53(h)"]
MO000041644	p53(h):Net(h)	1.05	2	3	0.5692362	0.002	15.860318	25	["MO000019548","MO000041644"]	["p53(h)","p53(h):Net(h)"]
MO000173314	p53(h):metastasin(h)	1.05	2	3	0.5692362	0.0	14.275678	25	["MO000019548","MO000173314"]	["p53(h)","p53(h):metastasin(h)"]
MO000022026	p53(h):Ref-1(h)	1.05	2	3	0.5692362	0.001	14.655035	29	["MO000019548","MO000022026"]	["p53(h)","p53(h):Ref-1(h)"]
MO000324325	HERC2(h):p53(h)	1.05	2	3	0.5692362	0.0	18.46432	33	["MO000019548","MO000324325"]	["HERC2(h):p53(h)","p53(h)"]
MO000173315	p53(h):S100-B-isoform1(h)	1.05	2	3	0.5692362	0.0	12.027891	45	["MO000019548","MO000173315"]	["p53(h)","p53(h):S100-B-isoform1(h)"]
MO000272260	p53(h):Zbtb5(h)	1.05	2	3	0.5692362	0.0	15.954991	47	["MO000019548","MO000272260"]	["p53(h)","p53(h):Zbtb5(h)"]
MO000042509	p53(h):Mdm4(h)	1.05	2	3	0.5692362	0.001	13.007318	49	["MO000019548","MO000042509"]	["p53(h)","p53(h):Mdm4(h)"]
MO000080041	mdm2-isoform1(h){pS269}:p53(h)	1.05	2	3	0.5692362	0.002	15.830776	52	["MO000019548","MO000080041"]	["mdm2-isoform1(h){pS269}:p53(h)","p53(h)"]
MO000042346	p53(h):hipk3(h)	1.05	2	3	0.5692362	0.0	18.014915	53	["MO000019548","MO000042346"]	["p53(h)","p53(h):hipk3(h)"]
MO000114397	p53(h):brca1-isoform1(h)	1.05	2	3	0.5692362	0.004	12.907566	54	["MO000019548","MO000114397"]	["p53(h)","p53(h):brca1-isoform1(h)"]
MO000325347	DGKzeta(h):p53(h)	1.05	2	3	0.5692362	0.003	12.707624	55	["MO000019548","MO000325347"]	["DGKzeta(h):p53(h)","p53(h)"]
MO000149612	CHIP(h):p53(h)	1.05	2	3	0.5692362	0.002	13.8887205	56	["MO000019548","MO000149612"]	["CHIP(h):p53(h)","p53(h)"]
MO000042420	p53(h):Pin1(h)	1.05	2	3	0.5692362	0.004	11.924238	58	["MO000019548","MO000042420"]	["p53(h)","p53(h):Pin1(h)"]
MO000173906	p53(h):ubiquitin(h)	1.05	2	3	0.5692362	0.002	11.979213	58	["MO000019548","MO000173906"]	["p53(h)","p53(h):ubiquitin(h)"]
MO000324322	p53(h):HERC2(h)	1.05	2	3	0.5692362	0.001	13.025047	59	["MO000019548","MO000324322"]	["p53(h)","p53(h):HERC2(h)"]
MO000041772	p53(h):LKB1(h)	1.05	2	3	0.5692362	0.001	12.515086	60	["MO000019548","MO000041772"]	["p53(h)","p53(h):LKB1(h)"]
MO000288500	FCAMR(h):p53(h)	1.05	2	3	0.5692362	0.001	15.872312	62	["MO000019548","MO000288500"]	["FCAMR(h):p53(h)","p53(h)"]
MO000325299	p53(h):p68(h)	1.05	2	3	0.5692362	0.002	13.918107	62	["MO000019548","MO000325299"]	["p53(h)","p53(h):p68(h)"]
MO000173313	p53(h):s100a2(h)	1.05	2	3	0.5692362	0.0	11.224509	63	["MO000019548","MO000173313"]	["p53(h)","p53(h):s100a2(h)"]
MO000325035	p53(h):PARF(h)	1.05	2	3	0.5692362	0.001	11.504451	63	["MO000019548","MO000325035"]	["p53(h)","p53(h):PARF(h)"]
MO000041741	p53(h):COP1(h)	1.05	2	3	0.5692362	0.002	13.27429	65	["MO000019548","MO000041741"]	["p53(h)","p53(h):COP1(h)"]
MO000042285	p53(h):Daxx(h)	1.05	2	3	0.5692362	0.002	11.325996	65	["MO000019548","MO000042285"]	["p53(h)","p53(h):Daxx(h)"]
MO000080039	mdm2-isoform1(h):p53(h)	1.05	2	4	0.56828475	0.0	16.187315	66	["MO000019548","MO000080039"]	["mdm2-isoform1(h):p53(h)","p53(h)"]
MO000149177	p53(h):mageb18(h)	1.05	2	3	0.5692362	0.002	12.85777	67	["MO000019548","MO000149177"]	["p53(h)","p53(h):mageb18(h)"]
MO000549963	RIOK2(h):p53(h)	1.05	2	3	0.5692362	0.004	11.969614	67	["MO000019548","MO000549963"]	["RIOK2(h):p53(h)","p53(h)"]
MO000173323	p53(h):Apak-isoform1(h)	1.05	2	3	0.5692362	0.003	12.000071	68	["MO000019548","MO000173323"]	["p53(h)","p53(h):Apak-isoform1(h)"]
MO000095592	p53(h):MULE(h)	1.05	2	3	0.5692362	0.002	11.293849	70	["MO000019548","MO000095592"]	["p53(h)","p53(h):MULE(h)"]
MO000089332	GTBP(h):p53(h)	1.05	2	3	0.5692362	0.003	11.989332	71	["MO000019548","MO000089332"]	["GTBP(h):p53(h)","p53(h)"]
MO000272475	MELK(h):p53(h)	1.05	2	3	0.5692362	0.002	12.852814	72	["MO000019548","MO000272475"]	["MELK(h):p53(h)","p53(h)"]
MO000089611	p53(h):Rad51(h)	1.05	2	3	0.5692362	0.0	10.057627	73	["MO000019548","MO000089611"]	["p53(h)","p53(h):Rad51(h)"]
MO000173809	mdm2(h):hipk2(h):p53(h)	1.05	2	4	0.56828475	0.0	14.854115	73	["MO000019548","MO000173809"]	["mdm2(h):hipk2(h):p53(h)","p53(h)"]
MO000101462	(p53(h))2	1.9	5	5	0.57198745	0.0	9.508522	74	["MO000019548","MO000056623","MO000057270","MO000057556","MO000101462"]	["(p53(h))2","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000101463	(p53(h))4	1.9	6	6	0.9600795	0.0	8.780217	75	["MO000019548","MO000056623","MO000057270","MO000057556","MO000101462","MO000101463"]	["(p53(h))2","(p53(h))4","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000129356	(p53(h))n	1.9	2	2	0.57019323	0.002	9.321334	76	["MO000019548","MO000129356"]	["(p53(h))n","p53(h)"]
MO000101445	p53(h){pS15}{pS20}:mdm2(h)	1.575	2	3	0.40714443	0.001	17.166296	77	["MO000082994","MO000101445"]	["p53(h){pS15}{pS20}","p53(h){pS15}{pS20}:mdm2(h)"]
MO000101446	p53(h){pS15}{pT18}:mdm2(h)	1.05	2	3	0.40714443	0.0	17.399628	77	["MO000030926","MO000101446"]	["p53(h){pS15}{pT18}","p53(h){pS15}{pT18}:mdm2(h)"]
MO000022072	brca1(h):p53(h)	1.05	2	3	0.5692362	0.002	11.616148	78	["MO000019548","MO000022072"]	["brca1(h):p53(h)","p53(h)"]
MO000035436	BRG1(h):p53(h)	1.05	2	3	0.5692362	0.003	11.227938	78	["MO000019548","MO000035436"]	["BRG1(h):p53(h)","p53(h)"]
MO000042445	p53(h):WT1 I -KTS(h)	1.05	2	3	0.5692362	0.003	12.794419	79	["MO000019548","MO000042445"]	["p53(h)","p53(h):WT1 I -KTS(h)"]
MO000089343	msh2(h):p53(h)	1.05	2	3	0.5692362	0.003	11.989043	79	["MO000019548","MO000089343"]	["msh2(h):p53(h)","p53(h)"]
MO000042345	p53(h):Mi2-alpha(h)	1.05	2	3	0.5692362	0.0	12.981143	80	["MO000019548","MO000042345"]	["p53(h)","p53(h):Mi2-alpha(h)"]
MO000042423	p53(h){pS33}{pT81}{pS315}:Pin1(h)	1.05	2	3	0.40714443	0.002	13.913231	82	["MO000042422","MO000042423"]	["p53(h){pS33}{pT81}{pS315}","p53(h){pS33}{pT81}{pS315}:Pin1(h)"]
MO000101444	p53(h){pT18}:mdm2(h)	1.575	2	3	0.40714443	0.001	15.1508	83	["MO000031005","MO000101444"]	["p53(h){pT18}","p53(h){pT18}:mdm2(h)"]
MO000154239	calcyclin(h):p53(h)	1.05	2	3	0.5692362	0.003	8.003129	84	["MO000019548","MO000154239"]	["calcyclin(h):p53(h)","p53(h)"]
MO000128119	rad6(h):p53(h)	1.1	5	7	0.5700851	0.0	7.78847	85	["MO000019548","MO000056623","MO000057270","MO000057556","MO000128119"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","rad6(h):p53(h)"]
MO000339343	p53(h):GLEA2(h)	1.05	2	3	0.5692362	0.002	12.565772	87	["MO000019548","MO000339343"]	["p53(h)","p53(h):GLEA2(h)"]
MO000101451	p53(h){pS15}{pT18}{pS20}:mdm2(h)	1.05	2	3	0.40714443	0.002	14.928884	88	["MO000101450","MO000101451"]	["p53(h){pS15}{pT18}{pS20}","p53(h){pS15}{pT18}{pS20}:mdm2(h)"]
MO000042517	p53(h):SRP1alpha(h)	1.05	2	3	0.5692362	0.002	10.629277	89	["MO000019548","MO000042517"]	["p53(h)","p53(h):SRP1alpha(h)"]
MO000101442	p53(h){pS15}:mdm2(h)	1.575	2	3	0.40714443	0.002	13.752645	92	["MO000030925","MO000101442"]	["p53(h){pS15}","p53(h){pS15}:mdm2(h)"]
MO000101449	p53(h){pS20}{pT18}:mdm2(h)	1.05	2	3	0.40714443	0.002	13.782021	92	["MO000101448","MO000101449"]	["p53(h){pS20}{pT18}","p53(h){pS20}{pT18}:mdm2(h)"]
MO000171331	(p53(h){ub})4	1.0	2	2	0.79700774	0.0	1.0	93	["MO000171327","MO000171331"]	["(p53(h){ub})2","(p53(h){ub})4"]
MO000325294	p68(h):p53-isoform1(h)	1.05	2	3	0.40714443	0.002	13.972082	93	["MO000056623","MO000325294"]	["p53-isoform1(h)","p68(h):p53-isoform1(h)"]
