ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000173315	p53(h):S100-B-isoform1(h)	1.05	2	3	0.5692362	0.0	22.365576	5	["MO000019548","MO000173315"]	["p53(h)","p53(h):S100-B-isoform1(h)"]
MO000173312	p53(h):s100a1-isoform1(h)	1.05	2	3	0.5692362	0.0	22.339586	9	["MO000019548","MO000173312"]	["p53(h)","p53(h):s100a1-isoform1(h)"]
MO000089611	p53(h):Rad51(h)	1.05	2	3	0.5692362	0.0	18.373554	10	["MO000019548","MO000089611"]	["p53(h)","p53(h):Rad51(h)"]
MO000173314	p53(h):metastasin(h)	1.05	2	3	0.5692362	0.0	18.25671	16	["MO000019548","MO000173314"]	["p53(h)","p53(h):metastasin(h)"]
MO000042285	p53(h):Daxx(h)	1.05	2	3	0.5692362	0.0	21.558947	17	["MO000019548","MO000042285"]	["p53(h)","p53(h):Daxx(h)"]
MO000325035	p53(h):PARF(h)	1.05	2	3	0.5692362	0.001	18.334372	18	["MO000019548","MO000325035"]	["p53(h)","p53(h):PARF(h)"]
MO000035440	BAF47(h):p53(h)	1.05	2	3	0.5692362	0.001	18.1816	33	["MO000019548","MO000035440"]	["BAF47(h):p53(h)","p53(h)"]
MO000101463	(p53(h))4	1.9	6	6	0.9600795	0.0	13.635411	33	["MO000019548","MO000056623","MO000057270","MO000057556","MO000101462","MO000101463"]	["(p53(h))2","(p53(h))4","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000101462	(p53(h))2	1.9	5	5	0.57198745	0.0	13.624689	35	["MO000019548","MO000056623","MO000057270","MO000057556","MO000101462"]	["(p53(h))2","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000042509	p53(h):Mdm4(h)	1.05	2	3	0.5692362	0.001	17.93399	37	["MO000019548","MO000042509"]	["p53(h)","p53(h):Mdm4(h)"]
MO000042420	p53(h):Pin1(h)	1.05	2	3	0.5692362	0.002	14.06808	38	["MO000019548","MO000042420"]	["p53(h)","p53(h):Pin1(h)"]
MO000042517	p53(h):SRP1alpha(h)	1.05	2	3	0.5692362	0.001	17.980026	44	["MO000019548","MO000042517"]	["p53(h)","p53(h):SRP1alpha(h)"]
MO000173323	p53(h):Apak-isoform1(h)	1.05	2	3	0.5692362	0.001	15.912265	53	["MO000019548","MO000173323"]	["p53(h)","p53(h):Apak-isoform1(h)"]
MO000089332	GTBP(h):p53(h)	1.05	2	3	0.5692362	0.001	15.856924	56	["MO000019548","MO000089332"]	["GTBP(h):p53(h)","p53(h)"]
MO000041644	p53(h):Net(h)	1.05	2	3	0.5692362	0.002	12.973231	57	["MO000019548","MO000041644"]	["p53(h)","p53(h):Net(h)"]
