ID	Gene symbol ID
ENSG00000000457	SCYL3
ENSG00000000971	CFH
ENSG00000001036	FUCA2
ENSG00000001084	GCLC
ENSG00000001167	NFYA
ENSG00000001497	LAS1L
ENSG00000001617	SEMA3F
ENSG00000001630	CYP51A1
ENSG00000001631	KRIT1
ENSG00000002016	RAD52
ENSG00000002330	BAD
ENSG00000002549	LAP3
ENSG00000002587	HS3ST1
ENSG00000002822	MAD1L1
ENSG00000002834	LASP1
ENSG00000002919	SNX11
ENSG00000003056	M6PR
ENSG00000003147	ICA1
ENSG00000003400	CASP10
ENSG00000003402	CFLAR
ENSG00000003756	RBM5
ENSG00000004399	PLXND1
ENSG00000004455	AK2
ENSG00000004478	FKBP4
ENSG00000004534	RBM6
ENSG00000004700	RECQL
ENSG00000004779	NDUFAB1
ENSG00000004799	PDK4
ENSG00000004838	ZMYND10
ENSG00000004864	SLC25A13
ENSG00000004866	ST7
ENSG00000004897	CDC27
ENSG00000004975	DVL2
ENSG00000005001	PRSS22
ENSG00000005075	POLR2J
ENSG00000005156	LIG3
ENSG00000005187	ACSM3
ENSG00000005339	CREBBP
ENSG00000005381	MPO
ENSG00000005448	WDR54
ENSG00000005810	MYCBP2
ENSG00000005812	FBXL3
ENSG00000005882	PDK2
ENSG00000005884	ITGA3
ENSG00000005889	ZFX
ENSG00000005893	LAMP2
ENSG00000006025	OSBPL7
ENSG00000006116	CACNG3
ENSG00000006125	AP2B1
ENSG00000006194	ZNF263
ENSG00000006282	SPATA20
ENSG00000006283	CACNA1G
ENSG00000006327	TNFRSF12A
ENSG00000006432	MAP3K9
ENSG00000006451	RALA
ENSG00000006468	ETV1
ENSG00000006534	ALDH3B1
ENSG00000006607	FARP2
ENSG00000006634	DBF4
ENSG00000006638	TBXA2R
ENSG00000006695	COX10
ENSG00000006704	GTF2IRD1
ENSG00000006712	PAF1
ENSG00000006715	VPS41
ENSG00000006744	ELAC2
ENSG00000006756	ARSD
ENSG00000006757	PNPLA4
ENSG00000006831	ADIPOR2
ENSG00000006837	CDKL3
ENSG00000007047	MARK4
ENSG00000007168	PAFAH1B1
ENSG00000007202	KIAA0100
ENSG00000007306	CEACAM7
ENSG00000007341	ST7L
ENSG00000007392	LUC7L
ENSG00000007541	PIGQ
ENSG00000007923	DNAJC11
ENSG00000007944	MYLIP
ENSG00000007968	E2F2
ENSG00000008018	PSMB1
ENSG00000008083	JARID2
ENSG00000008086	CDKL5
ENSG00000008197	TFAP2D
ENSG00000008277	ADAM22
ENSG00000008282	SYPL1
ENSG00000008283	CYB561
ENSG00000008294	SPAG9
ENSG00000008324	SS18L2
ENSG00000008405	CRY1
ENSG00000008441	NFIX
ENSG00000008513	ST3GAL1
ENSG00000008516	MMP25
ENSG00000008517	IL32
ENSG00000008710	PKD1
ENSG00000008853	RHOBTB2
ENSG00000008988	RPS20
ENSG00000009307	CSDE1
ENSG00000009335	UBE3C
ENSG00000009413	REV3L
ENSG00000009780	FAM76A
ENSG00000009830	POMT2
ENSG00000009954	BAZ1B
ENSG00000010017	RANBP9
ENSG00000010244	ZNF207
ENSG00000010256	UQCRC1
ENSG00000010270	STARD3NL
ENSG00000010278	CD9
ENSG00000010310	GIPR
ENSG00000010322	NISCH
ENSG00000010404	IDS
ENSG00000010539	ZNF200
ENSG00000010626	LRRC23
ENSG00000010803	SCMH1
ENSG00000010810	FYN
ENSG00000011009	LYPLA2
ENSG00000011021	CLCN6
ENSG00000011028	MRC2
ENSG00000011105	TSPAN9
ENSG00000011114	BTBD7
ENSG00000011198	ABHD5
ENSG00000011295	TTC19
ENSG00000011304	PTBP1
ENSG00000011332	DPF1
ENSG00000011347	SYT7
ENSG00000011376	LARS2
ENSG00000011422	PLAUR
ENSG00000011426	ANLN
ENSG00000011478	QPCTL
ENSG00000011485	PPP5C
ENSG00000011523	CEP68
ENSG00000011566	MAP4K3
ENSG00000011638	LOC57146
ENSG00000012048	BRCA1
ENSG00000012061	ERCC1
ENSG00000012171	SEMA3B
ENSG00000012174	MBTPS2
ENSG00000012232	EXTL3
ENSG00000012660	ELOVL5
ENSG00000012822	CALCOCO1
ENSG00000012983	MAP4K5
ENSG00000013275	PSMC4
ENSG00000013375	PGM3
ENSG00000013441	CLK1
ENSG00000013503	POLR3B
ENSG00000013523	ANGEL1
ENSG00000013563	DNASE1L1
ENSG00000013573	DDX11
ENSG00000013583	HEBP1
ENSG00000013588	GPRC5A
ENSG00000013810	TACC3
ENSG00000014138	POLA2
ENSG00000014216	CAPN1
ENSG00000014641	MDH1
ENSG00000014824	SLC30A9
ENSG00000014914	MTMR11
ENSG00000014919	COX15
ENSG00000015171	ZMYND11
ENSG00000015475	BID
ENSG00000015479	MATR3
ENSG00000015568	RGPD5
ENSG00000015592	STMN4
ENSG00000015676	NUDCD3
ENSG00000016864	GLT8D1
ENSG00000017260	ATP2C1
ENSG00000018236	CNTN1
ENSG00000018408	WWTR1
ENSG00000018610	CXorf56
ENSG00000019169	MARCO
ENSG00000019485	PRDM11
ENSG00000020129	NCDN
ENSG00000020256	ZFP64
ENSG00000020577	SAMD4A
ENSG00000021355	SERPINB1
ENSG00000021574	SPAST
ENSG00000021645	NRXN3
ENSG00000021762	OSBPL5
ENSG00000022840	RNF10
ENSG00000023041	ZDHHC6
ENSG00000023191	RNH1
ENSG00000023287	RB1CC1
ENSG00000023330	ALAS1
ENSG00000023445	BIRC3
ENSG00000023516	AKAP11
ENSG00000023608	SNAPC1
ENSG00000023734	STRAP
ENSG00000023902	PLEKHO1
ENSG00000023909	GCLM
ENSG00000024048	UBR2
ENSG00000024422	EHD2
ENSG00000024526	DEPDC1
ENSG00000024862	CCDC28A
ENSG00000025039	RRAGD
ENSG00000025156	HSF2
ENSG00000025772	TOMM34
ENSG00000025796	SEC63
ENSG00000025800	KPNA6
ENSG00000026025	VIM
ENSG00000026297	RNASET2
ENSG00000026508	CD44
ENSG00000026751	SLAMF7
ENSG00000027001	MIPEP
ENSG00000027075	PRKCH
ENSG00000027697	IFNGR1
ENSG00000027847	B4GALT7
ENSG00000028116	VRK2
ENSG00000028528	SNX1
ENSG00000028839	TBPL1
ENSG00000029153	ARNTL2
ENSG00000029363	BCLAF1
ENSG00000029534	ANK1
ENSG00000029725	RABEP1
ENSG00000029993	HMGB3
ENSG00000030066	NUP160
ENSG00000030110	BAK1
ENSG00000030582	GRN
ENSG00000031698	SARS
ENSG00000031823	RANBP3
ENSG00000032219	ARID4A
ENSG00000033011	ALG1
ENSG00000033050	ABCF2
ENSG00000033327	GAB2
ENSG00000033627	ATP6V0A1
ENSG00000033800	PIAS1
ENSG00000034152	MAP2K3
ENSG00000034510	TMSB10
ENSG00000034533	ASTE1
ENSG00000034693	PEX3
ENSG00000034713	GABARAPL2
ENSG00000035115	SH3YL1
ENSG00000035403	VCL
ENSG00000035499	DEPDC1B
ENSG00000035664	DAPK2
ENSG00000035681	NSMAF
ENSG00000035687	ADSS
ENSG00000035862	TIMP2
ENSG00000035928	RFC1
ENSG00000036054	TBC1D23
ENSG00000036257	CUL3
ENSG00000036530	CYP46A1
ENSG00000036549	ZZZ3
ENSG00000036565	SLC18A1
ENSG00000036672	USP2
ENSG00000037241	RPL26L1
ENSG00000037474	NSUN2
ENSG00000038002	AGA
ENSG00000038210	PI4K2B
ENSG00000038274	MAT2B
ENSG00000038382	TRIO
ENSG00000039123	SKIV2L2
ENSG00000039319	ZFYVE16
ENSG00000039560	RAI14
ENSG00000039650	PNKP
ENSG00000040341	STAU2
ENSG00000040487	PQLC2
ENSG00000040531	CTNS
ENSG00000040608	RTN4R
ENSG00000041353	RAB27B
ENSG00000041357	PSMA4
ENSG00000041880	PARP3
ENSG00000041982	TNC
ENSG00000041988	THAP3
ENSG00000042088	TDP1
ENSG00000042445	RetSat
ENSG00000042753	AP2S1
ENSG00000043093	DCUN1D1
ENSG00000043355	ZIC2
ENSG00000043591	ADRB1
ENSG00000044115	CTNNA1
ENSG00000044446	PHKA2
ENSG00000044574	HSPA5
ENSG00000046604	DSG2
ENSG00000047056	WDR37
ENSG00000047188	YTHDC2
ENSG00000047230	CTPS2
ENSG00000047249	ATP6V1H
ENSG00000047315	POLR2B
ENSG00000047410	TPR
ENSG00000047634	SCML1
ENSG00000047644	WWC3
ENSG00000047648	ARHGAP6
ENSG00000047849	MAP4
ENSG00000047932	GOPC
ENSG00000048392	RRM2B
ENSG00000048405	LOC168850
ENSG00000048544	MRPS10
ENSG00000048545	GUCA1A
ENSG00000048991	R3HDM1
ENSG00000049130	KITLG
ENSG00000049167	ERCC8
ENSG00000049192	ADAMTS6
ENSG00000049239	H6PD
ENSG00000049245	VAMP3
ENSG00000049246	PER3
ENSG00000049283	EPN3
ENSG00000049323	LTBP1
ENSG00000049541	RFC2
ENSG00000049618	ARID1B
ENSG00000049860	HEXB
ENSG00000050344	NFE2L3
ENSG00000050405	LIMA1
ENSG00000050426	LETMD1
ENSG00000050820	BCAR1
ENSG00000051108	HERPUD1
ENSG00000051128	HOMER3
ENSG00000051180	RAD51
ENSG00000051523	CYBA
ENSG00000051596	THOC3
ENSG00000051620	HEBP2
ENSG00000052126	PLEKHA5
ENSG00000052850	ALX4
ENSG00000053900	ANAPC4
ENSG00000053918	KCNQ1
ENSG00000054116	TRAPPC3
ENSG00000054118	THRAP3
ENSG00000054148	PHPT1
ENSG00000054392	HHAT
ENSG00000054523	KIF1B
ENSG00000054598	FOXC1
ENSG00000054611	TBC1D22A
ENSG00000054654	SYNE2
ENSG00000054793	ATP9A
ENSG00000054983	GALC
ENSG00000055130	CUL1
ENSG00000055163	CYFIP2
ENSG00000055332	EIF2AK2
ENSG00000055732	MCOLN3
ENSG00000055955	ITIH4
ENSG00000056972	TRAF3IP2
ENSG00000056998	GYG2
ENSG00000057019	DCBLD2
ENSG00000057252	SOAT1
ENSG00000057294	PKP2
ENSG00000057593	F7
ENSG00000057608	GDI2
ENSG00000057657	PRDM1
ENSG00000057663	ATG5
ENSG00000058056	USP13
ENSG00000058063	ATP11B
ENSG00000058262	SEC61A1
ENSG00000058272	PPP1R12A
ENSG00000058600	POLR3E
ENSG00000058668	ATP2B4
ENSG00000058729	RIOK2
ENSG00000058799	YIPF1
ENSG00000059145	UNKL
ENSG00000059573	ALDH18A1
ENSG00000059588	TARBP1
ENSG00000059728	MXD1
ENSG00000059804	SLC2A3
ENSG00000060069	CTDP1
ENSG00000060140	STYK1
ENSG00000060237	WNK1
ENSG00000060339	CCAR1
ENSG00000060491	OGFR
ENSG00000060642	PIGV
ENSG00000060656	PTPRU
ENSG00000060709	RIMBP2
ENSG00000060971	ACAA1
ENSG00000060982	BCAT1
ENSG00000061656	SPAG4
ENSG00000061676	NCKAP1
ENSG00000061794	MRPS35
ENSG00000061938	TNK2
ENSG00000062485	CS
ENSG00000062524	LTK
ENSG00000062582	MRPS24
ENSG00000062598	ELMO2
ENSG00000062725	APPBP2
ENSG00000062822	POLD1
ENSG00000063046	EIF4B
ENSG00000063176	SPHK2
ENSG00000063180	CA11
ENSG00000063241	ISOC2
ENSG00000063244	U2AF2
ENSG00000063601	MTMR1
ENSG00000063660	GPC1
ENSG00000063761	ADCK1
ENSG00000063854	HAGH
ENSG00000063978	RNF4
ENSG00000064012	CASP8
ENSG00000064115	TM7SF3
ENSG00000064199	SPA17
ENSG00000064225	ST3GAL6
ENSG00000064309	CDON
ENSG00000064313	TAF2
ENSG00000064419	TNPO3
ENSG00000064651	SLC12A2
ENSG00000064652	SNX24
ENSG00000064666	CNN2
ENSG00000064687	ABCA7
ENSG00000064692	SNCAIP
ENSG00000064703	DDX20
ENSG00000064726	BTBD1
ENSG00000064933	PMS1
ENSG00000064961	HMG20B
ENSG00000064995	TAF11
ENSG00000064999	ANKS1A
ENSG00000065000	AP3D1
ENSG00000065029	ZNF76
ENSG00000065054	SLC9A3R2
ENSG00000065057	NTHL1
ENSG00000065135	GNAI3
ENSG00000065154	OAT
ENSG00000065183	WDR3
ENSG00000065243	PKN2
ENSG00000065268	WDR18
ENSG00000065308	TRAM2
ENSG00000065328	MCM10
ENSG00000065357	DGKA
ENSG00000065361	ERBB3
ENSG00000065427	KARS
ENSG00000065457	ADAT1
ENSG00000065485	PDIA5
ENSG00000065526	SPEN
ENSG00000065534	MYLK
ENSG00000065559	MAP2K4
ENSG00000065613	SLK
ENSG00000065615	CYB5R4
ENSG00000065621	GSTO2
ENSG00000065717	TLE2
ENSG00000065833	ME1
ENSG00000065882	TBC1D1
ENSG00000065923	SLC9A7
ENSG00000065970	FOXJ2
ENSG00000065978	YBX1
ENSG00000066027	PPP2R5A
ENSG00000066044	ELAVL1
ENSG00000066117	SMARCD1
ENSG00000066136	NFYC
ENSG00000066185	ZMYND12
ENSG00000066279	ASPM
ENSG00000066322	ELOVL1
