ID	Gene symbol ID
ENSG00000003147	ICA1
ENSG00000003400	CASP10
ENSG00000004838	ZMYND10
ENSG00000005001	PRSS22
ENSG00000005187	ACSM3
ENSG00000005381	MPO
ENSG00000006116	CACNG3
ENSG00000006283	CACNA1G
ENSG00000006638	TBXA2R
ENSG00000007306	CEACAM7
ENSG00000008197	TFAP2D
ENSG00000008277	ADAM22
ENSG00000008516	MMP25
ENSG00000011332	DPF1
ENSG00000015592	STMN4
ENSG00000018236	CNTN1
ENSG00000019169	MARCO
ENSG00000021645	NRXN3
ENSG00000025039	RRAGD
ENSG00000026751	SLAMF7
ENSG00000027075	PRKCH
ENSG00000036530	CYP46A1
ENSG00000036565	SLC18A1
ENSG00000047648	ARHGAP6
ENSG00000048545	GUCA1A
ENSG00000052850	ALX4
ENSG00000053918	KCNQ1
ENSG00000054983	GALC
ENSG00000055163	CYFIP2
ENSG00000055955	ITIH4
ENSG00000056998	GYG2
ENSG00000057593	F7
ENSG00000060140	STYK1
ENSG00000060709	RIMBP2
ENSG00000061656	SPAG4
ENSG00000062524	LTK
ENSG00000063180	CA11
ENSG00000064692	SNCAIP
ENSG00000065621	GSTO2
ENSG00000065717	TLE2
ENSG00000066185	ZMYND12
ENSG00000066382	MPPED2
ENSG00000067445	TRO
ENSG00000070388	FGF22
ENSG00000070985	TRPM5
ENSG00000071203	MS4A12
ENSG00000072133	RPS6KA6
ENSG00000073754	CD5L
ENSG00000073910	FRY
ENSG00000075213	SEMA3A
ENSG00000075429	CACNG5
ENSG00000077274	CAPN6
ENSG00000079101	CLUL1
ENSG00000079337	RAPGEF3
ENSG00000080031	PTPRH
ENSG00000080511	RDH8
ENSG00000081189	MEF2C
ENSG00000081479	LRP2
ENSG00000082684	SEMA5B
ENSG00000083067	TRPM3
ENSG00000085265	FCN1
ENSG00000085465	OVGP1
ENSG00000086159	AQP6
ENSG00000086289	EPDR1
ENSG00000086548	CEACAM6
ENSG00000086570	FAT2
ENSG00000086967	MYBPC2
ENSG00000089163	SIRT4
ENSG00000089169	RPH3A
ENSG00000089199	CHGB
ENSG00000089250	NOS1
ENSG00000090659	CD209
ENSG00000091181	IL5RA
ENSG00000091262	ABCC6
ENSG00000091664	SLC17A6
ENSG00000092009	CMA1
ENSG00000092054	MYH7
ENSG00000092096	SLC22A17
ENSG00000095637	SORBS1
ENSG00000095970	TREM2
ENSG00000095981	KCNK16
ENSG00000096395	MLN
ENSG00000099139	PCSK5
ENSG00000099251	LOC158160
ENSG00000099866	MADCAM1
ENSG00000100012	SEC14L3
ENSG00000100031	GGT1
ENSG00000100060	MFNG
ENSG00000100095	SEZ6L
ENSG00000100206	DMC1
ENSG00000100253	MIOX
ENSG00000100271	TTLL1
ENSG00000100290	BIK
ENSG00000100302	RASD2
ENSG00000100311	PDGFB
ENSG00000100312	ACR
ENSG00000100341	PNPLA5
ENSG00000100362	PVALB
ENSG00000100373	UPK3A
ENSG00000100427	MLC1
ENSG00000100448	CTSG
ENSG00000100450	GZMH
ENSG00000100453	GZMB
ENSG00000100604	CHGA
ENSG00000100665	SERPINA4
ENSG00000100985	MMP9
ENSG00000101280	ANGPT4
ENSG00000101327	PDYN
ENSG00000101425	BPI
ENSG00000101435	CST9L
ENSG00000101890	GUCY2F
ENSG00000102032	RENBP
ENSG00000102678	FGF9
ENSG00000102837	OLFM4
ENSG00000102886	GDPD3
ENSG00000102904	TSNAXIP1
ENSG00000102935	ZNF423
ENSG00000103056	SMPD3
ENSG00000103089	FA2H
ENSG00000103175	WFDC1
ENSG00000103375	AQP8
ENSG00000103522	IL21R
ENSG00000103528	SYT17
ENSG00000103569	AQP9
ENSG00000104140	RHOV
ENSG00000104205	SGK3
ENSG00000104267	CA2
ENSG00000104432	IL7
ENSG00000104499	GML
ENSG00000104826	LHB
ENSG00000104863	LIN7B
ENSG00000104883	PEX11G
ENSG00000104901	DKKL1
ENSG00000104938	CLEC4M
ENSG00000104972	LILRB1
ENSG00000104974	LILRA1
ENSG00000105141	CASP14
ENSG00000105246	EBI3
ENSG00000105289	TJP3
ENSG00000105352	CEACAM4
ENSG00000105388	CEACAM5
ENSG00000105392	CRX
ENSG00000105419	MEIS3
ENSG00000105492	SIGLEC6
ENSG00000105499	PLA2G4C
ENSG00000105501	SIGLEC5
ENSG00000105507	CABP5
ENSG00000105516	DBP
ENSG00000105610	KLF1
ENSG00000105613	MAST1
ENSG00000105641	SLC5A5
ENSG00000105717	PBX4
ENSG00000105808	RASA4
ENSG00000105851	PIK3CG
ENSG00000105852	PON3
ENSG00000106025	TSPAN12
ENSG00000106278	PTPRZ1
ENSG00000106336	FBXO24
ENSG00000106560	GIMAP2
ENSG00000106648	GALNTL5
ENSG00000106714	CNTNAP3
ENSG00000106868	SUSD1
ENSG00000107282	APBA1
ENSG00000107447	DNTT
ENSG00000107518	ATRNL1
ENSG00000107593	PKD2L1
ENSG00000108375	RNF43
ENSG00000108515	ENO3
ENSG00000108551	RASD1
ENSG00000108622	ICAM2
ENSG00000108691	CCL2
ENSG00000108700	CCL8
ENSG00000108702	CCL1
ENSG00000108823	SGCA
ENSG00000108932	SLC16A6
ENSG00000109061	MYH1
ENSG00000109158	GABRA4
ENSG00000109667	SLC2A9
ENSG00000109846	CRYAB
ENSG00000110076	NRXN2
ENSG00000110324	IL10RA
ENSG00000110375	UPK2
ENSG00000111012	CYP27B1
ENSG00000111087	GLI1
ENSG00000111728	ST8SIA1
ENSG00000111783	RFX4
ENSG00000111816	FRK
ENSG00000112280	COL9A1
ENSG00000112309	B3GAT2
ENSG00000112394	SLC16A10
ENSG00000112462	OR12D3
ENSG00000112530	PACRG
ENSG00000112539	C6orf118
ENSG00000112541	PDE10A
ENSG00000112796	ENPP5
ENSG00000112964	GHR
ENSG00000113263	ITK
ENSG00000113327	GABRG2
ENSG00000113555	PCDH12
ENSG00000113971	NPHP3
ENSG00000114405	C3orf14
ENSG00000114812	VIPR1
ENSG00000115226	FNDC4
ENSG00000115257	PCSK4
