ID	Gene symbol ID
ENSG00000001167	NFYA
ENSG00000001626	CFTR
ENSG00000002330	BAD
ENSG00000002586	CD99
ENSG00000005007	UPF1
ENSG00000005022	SLC25A5
ENSG00000005175	RPAP3
ENSG00000005884	ITGA3
ENSG00000005961	ITGA2B
ENSG00000006062	MAP3K14
ENSG00000006451	RALA
ENSG00000007047	MARK4
ENSG00000007171	NOS2
ENSG00000007237	GAS7
ENSG00000007908	SELE
ENSG00000008988	RPS20
ENSG00000010610	CD4
ENSG00000010810	FYN
ENSG00000011304	PTBP1
ENSG00000011485	PPP5C
ENSG00000012048	BRCA1
ENSG00000015285	WAS
ENSG00000015479	MATR3
ENSG00000019582	CD74
ENSG00000023734	STRAP
ENSG00000023839	ABCC2
ENSG00000023892	DEF6
ENSG00000025772	TOMM34
ENSG00000026508	CD44
ENSG00000027697	IFNGR1
ENSG00000033800	PIAS1
ENSG00000034971	MYOC
ENSG00000035403	VCL
ENSG00000038358	EDC4
ENSG00000039068	CDH1
ENSG00000042832	TG
ENSG00000044115	CTNNA1
ENSG00000044574	HSPA5
ENSG00000047849	MAP4
ENSG00000048540	LMO3
ENSG00000050820	BCAR1
ENSG00000054118	THRAP3
ENSG00000055044	NOP58
ENSG00000055130	CUL1
ENSG00000055163	CYFIP2
ENSG00000055332	EIF2AK2
ENSG00000058272	PPP1R12A
ENSG00000060069	CTDP1
ENSG00000060339	CCAR1
ENSG00000061676	NCKAP1
ENSG00000061938	TNK2
ENSG00000063046	EIF4B
ENSG00000063244	U2AF2
ENSG00000064703	DDX20
ENSG00000065054	SLC9A3R2
ENSG00000065150	IPO5
ENSG00000065361	ERBB3
ENSG00000065618	COL17A1
ENSG00000065675	PRKCQ
ENSG00000065978	YBX1
ENSG00000066044	ELAVL1
ENSG00000067560	RHOA
ENSG00000067606	PRKCZ
ENSG00000067900	ROCK1
ENSG00000069431	ABCC9
ENSG00000070159	PTPN3
ENSG00000070756	PABPC1
ENSG00000070759	TESK2
ENSG00000070770	CSNK2A2
ENSG00000070808	CAMK2A
ENSG00000070814	TCOF1
ENSG00000070831	CDC42
ENSG00000070950	RAD18
ENSG00000071051	NCK2
ENSG00000071127	WDR1
ENSG00000071794	HLTF
ENSG00000072062	PRKACA
ENSG00000072110	ACTN1
ENSG00000072134	EPN2
ENSG00000072778	ACADVL
ENSG00000072832	CRMP1
ENSG00000073584	SMARCE1
ENSG00000073969	NSF
ENSG00000074800	ENO1
ENSG00000075415	SLC25A3
ENSG00000075624	ACTB
ENSG00000075651	PLD1
ENSG00000076248	UNG
ENSG00000077150	NFKB2
ENSG00000077312	SNRPA
ENSG00000078747	ITCH
ENSG00000079102	RUNX1T1
ENSG00000079246	XRCC5
ENSG00000079385	CEACAM1
ENSG00000079482	OPHN1
ENSG00000079785	DDX1
ENSG00000080824	HSP90AA1
ENSG00000081237	PTPRC
ENSG00000082701	GSK3B
ENSG00000082898	XPO1
ENSG00000083312	TNPO1
ENSG00000084207	GSTP1
ENSG00000084623	EIF3I
ENSG00000084674	APOB
ENSG00000084774	CAD
ENSG00000085511	MAP3K4
ENSG00000085872	CHERP
ENSG00000087088	BAX
ENSG00000087245	MMP2
ENSG00000087365	SF3B2
ENSG00000088247	KHSRP
ENSG00000088325	TPX2
ENSG00000088356	PDRG1
ENSG00000088833	NSFL1C
ENSG00000088930	XRN2
ENSG00000088986	DYNLL1
ENSG00000089009	RPL6
ENSG00000089157	RPLP0
ENSG00000089159	PXN
ENSG00000089280	FUS
ENSG00000089737	DDX24
ENSG00000090020	SLC9A1
ENSG00000090372	STRN4
ENSG00000090470	PDCD7
ENSG00000090520	DNAJB11
ENSG00000090861	AARS
ENSG00000090863	GLG1
ENSG00000090924	PLEKHG2
ENSG00000091513	TF
ENSG00000091831	ESR1
ENSG00000092199	HNRNPC
ENSG00000092820	EZR
ENSG00000092964	DPYSL2
ENSG00000094631	HDAC6
ENSG00000095059	DHPS
ENSG00000096063	SRPK1
ENSG00000096384	HSP90AB1
ENSG00000096401	CDC5L
ENSG00000096746	HNRNPH3
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000099783	HNRNPM
ENSG00000099817	POLR2E
ENSG00000099995	SF3A1
ENSG00000100028	SNRPD3
ENSG00000100029	PES1
ENSG00000100030	MAPK1
ENSG00000100083	GGA1
ENSG00000100097	LGALS1
ENSG00000100201	DDX17
ENSG00000100280	AP1B1
ENSG00000100297	MCM5
ENSG00000100325	ASCC2
ENSG00000100345	MYH9
ENSG00000100365	NCF4
ENSG00000100393	EP300
ENSG00000100410	PHF5A
ENSG00000100462	PRMT5
ENSG00000100614	PPM1A
ENSG00000100632	ERH
ENSG00000100644	HIF1A
ENSG00000100823	APEX1
ENSG00000100906	NFKBIA
ENSG00000100934	SEC23A
ENSG00000101017	CD40
ENSG00000101224	CDC25B
ENSG00000101266	CSNK2A1
ENSG00000101335	MYL9
ENSG00000101361	NOP56
ENSG00000101811	CSTF2
ENSG00000102081	FMR1
ENSG00000102144	PGK1
ENSG00000102309	PIN4
ENSG00000102606	ARHGEF7
ENSG00000102753	KPNA3
ENSG00000102882	MAPK3
ENSG00000102974	CTCF
