ID	Gene symbol ID
ENSG00000005022	SLC25A5
ENSG00000008988	RPS20
ENSG00000011304	PTBP1
ENSG00000026508	CD44
ENSG00000044574	HSPA5
ENSG00000065978	YBX1
ENSG00000067560	RHOA
ENSG00000070756	PABPC1
ENSG00000070831	CDC42
ENSG00000071127	WDR1
ENSG00000072110	ACTN1
ENSG00000074800	ENO1
ENSG00000075415	SLC25A3
ENSG00000080824	HSP90AA1
ENSG00000084207	GSTP1
ENSG00000084623	EIF3I
ENSG00000088247	KHSRP
ENSG00000089009	RPL6
ENSG00000092199	HNRNPC
ENSG00000092820	EZR
ENSG00000092964	DPYSL2
ENSG00000096384	HSP90AB1
ENSG00000099783	HNRNPM
ENSG00000100097	LGALS1
ENSG00000100316	RPL3
ENSG00000100345	MYH9
ENSG00000100632	ERH
ENSG00000101335	MYL9
ENSG00000102144	PGK1
ENSG00000102898	NUTF2
ENSG00000104419	NDRG1
ENSG00000104529	EEF1D
ENSG00000104824	HNRNPL
ENSG00000105193	RPS16
ENSG00000105974	CAV1
ENSG00000106211	HSPB1
ENSG00000108424	KPNB1
ENSG00000108953	YWHAE
ENSG00000109971	HSPA8
ENSG00000110700	RPS13
ENSG00000110955	ATP5B
ENSG00000111669	TPI1
ENSG00000111674	ENO2
ENSG00000113013	HSPA9
ENSG00000113387	SUB1
ENSG00000114391	RPL24
ENSG00000114942	EEF1B2
ENSG00000115053	NCL
ENSG00000115484	CCT4
ENSG00000115541	HSPE1
ENSG00000116251	RPL22
ENSG00000117450	PRDX1
ENSG00000117592	PRDX6
ENSG00000117632	STMN1
ENSG00000118181	RPS25
ENSG00000119335	SET
ENSG00000120438	TCP1
ENSG00000122026	RPL21
ENSG00000122406	RPL5
ENSG00000122566	HNRNPA2B1
ENSG00000123131	PRDX4
ENSG00000123416	TUBA1B
ENSG00000124207	CSE1L
ENSG00000124610	HIST1H1A
ENSG00000125691	RPL23
ENSG00000125743	SNRPD2
ENSG00000125835	SNRPB
ENSG00000126945	HNRNPH2
ENSG00000127022	CANX
ENSG00000127824	TUBA4A
ENSG00000128245	YWHAH
ENSG00000128739	SNRPN
ENSG00000130402	ACTN4
ENSG00000130985	UBA1
ENSG00000131236	CAP1
ENSG00000131981	LGALS3
ENSG00000132341	RAN
ENSG00000132507	EIF5A
ENSG00000132646	PCNA
ENSG00000133112	TPT1
ENSG00000134308	YWHAQ
ENSG00000134333	LDHA
ENSG00000135486	HNRNPA1
ENSG00000136068	FLNB
ENSG00000136238	RAC1
ENSG00000136938	ANP32B
ENSG00000137154	RPS6
ENSG00000137710	RDX
ENSG00000137818	RPLP1
ENSG00000138668	HNRNPD
ENSG00000140988	RPS2
ENSG00000141367	CLTC
ENSG00000141522	ARHGDIA
ENSG00000142534	RPS11
ENSG00000142676	RPL11
ENSG00000142937	RPS8
ENSG00000143549	TPM3
ENSG00000143621	ILF2
ENSG00000143761	ARF1
ENSG00000143977	SNRPG
ENSG00000146731	CCT6A
ENSG00000147065	MSN
ENSG00000147140	NONO
ENSG00000147604	RPL7
ENSG00000148303	RPL7A
ENSG00000149273	RPS3
ENSG00000149925	ALDOA
ENSG00000150753	CCT5
ENSG00000152234	ATP5A1
ENSG00000153187	HNRNPU
ENSG00000156261	CCT8
ENSG00000156482	RPL30
ENSG00000156508	EEF1A1
ENSG00000160789	LMNA
ENSG00000161016	RPL8
ENSG00000161970	RPL26
ENSG00000163191	S100A11
ENSG00000163468	CCT3
ENSG00000163682	RPL9
ENSG00000164104	HMGB2
ENSG00000164924	YWHAZ
ENSG00000165119	HNRNPK
ENSG00000165280	VCP
ENSG00000166226	CCT2
ENSG00000166598	HSP90B1
ENSG00000166710	B2M
ENSG00000166794	PPIB
ENSG00000166913	YWHAB
ENSG00000167004	PDIA3
ENSG00000167526	RPL13
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167658	EEF2
ENSG00000167815	PRDX2
ENSG00000168439	STIP1
ENSG00000169045	HNRNPH1
ENSG00000169139	UBE2V2
ENSG00000169504	CLIC4
ENSG00000169564	PCBP1
ENSG00000169813	HNRNPF
ENSG00000170027	YWHAG
ENSG00000170144	HNRNPA3
ENSG00000170515	PA2G4
ENSG00000170889	RPS9
ENSG00000171314	PGAM1
ENSG00000172757	CFL1
ENSG00000173110	HSPA6
ENSG00000174444	RPL4
ENSG00000175793	SFN
ENSG00000177600	RPLP2
ENSG00000177688	SUMO4
ENSG00000178035	IMPDH2
ENSG00000179218	CALR
ENSG00000181163	NPM1
ENSG00000182718	ANXA2
ENSG00000183570	PCBP3
ENSG00000183785	TUBA8
ENSG00000185624	P4HB
ENSG00000196154	S100A4
ENSG00000196230	TUBB
ENSG00000196924	FLNA
ENSG00000197111	PCBP2
ENSG00000197728	RPS26
ENSG00000197747	S100A10
ENSG00000197958	RPL12
ENSG00000198033	TUBA3C
ENSG00000198034	RPS4X
ENSG00000198755	RPL10A
ENSG00000198959	TGM2
ENSG00000205542	TMSB4X
ENSG00000213585	VDAC1
ENSG00000213719	CLIC1
ENSG00000233927	RPS28
ENSG00000239672	NME1
ENSG00000240972	MIF
ENSG00000242372	EIF6
ENSG00000244687	UBE2V1
ENSG00000254772	EEF1G
ENSG00000258947	TUBB3
ENSG00000265681	RPL17
