ID	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	Gene symbol	Gene description
ENSG00000008952	SEC62	-1.56284926235892	2491.87179380329	0.0892069292046382	-7.2211726385881	5.1541169577163E-13	5.72139398136432E-12	SEC62	Translocation protein SEC62 (Translocation protein 1)(TP-1)(hTP-1) [Source:UniProtKB/Swiss-Prot;Acc:Q99442]
ENSG00000009844	VTA1	-1.00784786448269	853.69740635463	0.215841836130365	-0.0522506637077496	0.958328964235094	0.973116868420764	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive protein DRG-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9NP79]
ENSG00000010017	RANBP9	1.47295212102795	1332.98645993195	0.110385467144615	5.06145011781244	4.16079605912958E-7	2.14462391783671E-6	RANBP9	Ran-binding protein 9 (RanBP9)(RanBP7)(Ran-binding protein M)(RanBPM)(BPM90)(BPM-L) [Source:UniProtKB/Swiss-Prot;Acc:Q96S59]
ENSG00000010244	ZNF207	-1.32663687050724	2285.13078570616	0.232832787416207	-1.7513578397614	0.0798842904070849	0.127367454894765	ZNF207	Zinc finger protein 207  [Source:UniProtKB/Swiss-Prot;Acc:O43670]
ENSG00000013441	CLK1	-3.23928252472012	741.696904635479	0.449888532423801	-3.76909874518548	1.63838066025422E-4	5.24001891209963E-4	CLK1	Dual specificity protein kinase CLK1 (EC 2.7.12.1)(CDC-like kinase 1) [Source:UniProtKB/Swiss-Prot;Acc:P49759]
ENSG00000026025	VIM	-2.04775594212765	40373.6256973165	0.0496933776936775	-20.8084825127139	3.62642855844596E-96	1.44530725289032E-93	VIM	Vimentin  [Source:UniProtKB/Swiss-Prot;Acc:P08670]
ENSG00000034510	TMSB10	-1.231696565451	18668.8984708266	0.212129990413513	-1.41727666206122	0.156402055696787	0.225031722153697	TMSB10	Thymosin beta-10  [Source:UniProtKB/Swiss-Prot;Acc:P63313]
ENSG00000047849	MAP4	-1.18485548918862	6761.56572096997	0.199330179926771	-1.22766713876371	0.219571947101028	0.300083445919148	MAP4	Microtubule-associated protein 4 (MAP-4) [Source:UniProtKB/Swiss-Prot;Acc:P27816]
ENSG00000049245	VAMP3	-1.31146099340927	2490.03325968436	0.0824396391365845	-4.74498557335131	2.0852119640534E-6	9.53824280484257E-6	VAMP3	Vesicle-associated membrane protein 3 (VAMP-3)(Synaptobrevin-3)(Cellubrevin)(CEB) [Source:UniProtKB/Swiss-Prot;Acc:Q15836]
ENSG00000050748	MAPK9	-1.24142392897361	1023.10573075176	0.157949384356794	-1.9752901293667	0.0482352327435312	0.0820862672928826	MAPK9	Mitogen-activated protein kinase 9 (EC 2.7.11.24)(Stress-activated protein kinase JNK2)(c-Jun N-terminal kinase 2)(JNK-55) [Source:UniProtKB/Swiss-Prot;Acc:P45984]
ENSG00000051108	HERPUD1	1.12876665441562	1126.8366454305	0.532839491280744	0.327954810036571	0.742945830949397	0.806882537041122	HERPUD1	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q15011]
ENSG00000054118	THRAP3	1.0786518486167	3393.19076111052	0.13557321792718	0.805684852332159	0.420424585803305	0.512262895226807	THRAP3	Thyroid hormone receptor-associated protein 3 (Thyroid hormone receptor-associated protein complex 150 kDa component)(Trap150) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2W1]
ENSG00000055130	CUL1	1.43056531524139	1528.77817401255	0.188578688744073	2.73936239377244	0.00615584780366524	0.0134945882921015	CUL1	Cullin-1 (CUL-1) [Source:UniProtKB/Swiss-Prot;Acc:Q13616]
ENSG00000060762	MPC1	1.47950854526304	239.769597546384	0.280378631717776	2.01555313160381	0.0438467249005965	0.0755545726843612	BRP44L	Brain protein 44-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5U8]
ENSG00000063046	EIF4B	-2.01580271825405	6953.36861113834	0.3477462761268	-2.90831138130343	0.0036338631294988	0.0084196042988982	EIF4B	Eukaryotic translation initiation factor 4B (eIF-4B) [Source:UniProtKB/Swiss-Prot;Acc:P23588]
ENSG00000065427	KARS	1.26088444822776	2527.74368150472	0.17582132226462	1.90213600886589	0.0571533759629145	0.0952684781464933	KARS	Lysyl-tRNA synthetase (EC 6.1.1.6)(Lysine--tRNA ligase)(LysRS) [Source:UniProtKB/Swiss-Prot;Acc:Q15046]
ENSG00000066044	ELAVL1	1.53319424328966	1419.05246976857	0.233858255044536	2.63638538751763	0.00837945022758801	0.0177456475080305	ELAVL1	ELAV-like protein 1 (Hu-antigen R)(HuR) [Source:UniProtKB/Swiss-Prot;Acc:Q15717]
ENSG00000067225	PKM	-1.62061662450062	31985.0489318602	0.281163692035171	-2.47735701602193	0.0132359430453188	0.0264954757493378	PKM2	Pyruvate kinase isozymes M1/M2 (EC 2.7.1.40)(Pyruvate kinase muscle isozyme)(Pyruvate kinase 2/3)(Cytosolic thyroid hormone-binding protein)(CTHBP)(THBP1) [Source:UniProtKB/Swiss-Prot;Acc:P14618]
ENSG00000067829	IDH3G	-1.03574985345177	630.300638536939	0.0976910381522435	-0.518733520993689	0.603946582489222	0.684879304878782	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial Precursor (EC 1.1.1.41)(Isocitric dehydrogenase)(NAD(+)-specific ICDH) [Source:UniProtKB/Swiss-Prot;Acc:P51553]
ENSG00000078668	VDAC3	1.17612421251113	924.378578992164	0.273278527193478	0.856417209728484	0.391767048775444	0.483496342784998	VDAC3	Voltage-dependent anion-selective channel protein 3 (VDAC-3)(hVDAC3)(Outer mitochondrial membrane protein porin 3) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y277]
ENSG00000079616	KIF22	3.02344315081561	489.120834843474	0.321409149649976	4.96623215077241	6.82662288929834E-7	3.40229632098754E-6	KIF22	Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein)(Kinesin-like protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q14807]
ENSG00000079805	DNM2	1.6756591769539	1935.30107497418	0.110501679103985	6.73952419488022	1.58906134011534E-11	1.48959429871965E-10	DNM2	Dynamin-2 (EC 3.6.5.5) [Source:UniProtKB/Swiss-Prot;Acc:P50570]
ENSG00000081154	PCNP	-1.15541608684649	2326.44639794998	0.143456153990742	-1.45279572023396	0.146280480591934	0.212773866718188	PCNP	PEST proteolytic signal-containing nuclear protein (PEST-containing nuclear protein)(PCNP) [Source:UniProtKB/Swiss-Prot;Acc:Q8WW12]
ENSG00000081665	ZNF506	16.1470723715099	92.5533236687536	0.272972968380181	14.7018246240396	6.27459369394162E-49	4.87563554016658E-47	ZNF93	Zinc finger protein 93 (Zinc finger protein 505)(Zinc finger protein HTF34) [Source:UniProtKB/Swiss-Prot;Acc:P35789]
ENSG00000085872	CHERP	1.45589149801336	1229.55979572542	0.213815424385206	2.53444223023446	0.011262649594669	0.0230648161349471	CHERP	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD associated factor 6)(ERPROT 213-21) [Source:UniProtKB/Swiss-Prot;Acc:Q8IWX8]
ENSG00000086589	RBM22	-1.33742230668247	1047.26496831015	0.130495179149894	-3.21433395376409	0.00130747511144152	0.00337805416182769	RBM22	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22)(Zinc finger CCCH domain-containing protein 16) [Source:UniProtKB/Swiss-Prot;Acc:Q9NW64]
ENSG00000086666	ZFAND6	1.02452549776016	593.776349083224	0.227797686520571	0.153451469311699	0.878042258826368	0.915152025291022	ZFAND6	AN1-type zinc finger protein 6 (Zinc finger A20 domain-containing protein 3)(Associated with PRK1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6FIF0]
ENSG00000087086	FTL	3.29063959059945	18272.5538963099	0.279030353923389	6.1583551712508	7.35043611522366E-10	5.67591488772427E-9	FTL	Ferritin light chain (Ferritin L subunit) [Source:UniProtKB/Swiss-Prot;Acc:P02792]
ENSG00000090487	SPG21	1.31042850142437	913.826936844052	0.165813245203312	2.35227674445571	0.0186588869292869	0.0358411921659422	SPG21	Maspardin (Spastic paraplegia 21 autosomal recessive Mast syndrome protein)(Acid cluster protein 33) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZD8]
ENSG00000095059	DHPS	1.33377690039233	445.596198313411	0.204786198235453	2.02903013992404	0.0424552205265335	0.0734127711134109	DHPS	Deoxyhypusine synthase (DHS)(EC 2.5.1.46) [Source:UniProtKB/Swiss-Prot;Acc:P49366]
ENSG00000099341	PSMD8	1.51366131176291	2368.69763290594	0.231089192944042	2.58792903547715	0.00965548702103042	0.0201237419272657	PSMD8	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit S14)(p31) [Source:UniProtKB/Swiss-Prot;Acc:P48556]
ENSG00000099817	POLR2E	1.31762787641854	1402.08224817919	0.175904164954574	2.26227152158034	0.0236806328006897	0.0441688131419868	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1)(DNA-directed RNA polymerase II subunit E)(RPB5)(DNA-directed RNA polymerase II 23 kDa polypeptide)(XAP4) [Source:UniProtKB/Swiss-Prot;Acc:P19388]
ENSG00000100014	SPECC1L	-1.61095669097459	1152.68156878167	0.0860352570831011	-7.99576513648384	1.28771645850428E-15	1.83080976350062E-14	SPECC1L	Cytospin-A (SPECC1-like protein)(Renal carcinoma antigen NY-REN-22) [Source:UniProtKB/Swiss-Prot;Acc:Q69YQ0]
ENSG00000100316	RPL3	-1.68483878013308	15511.6655008356	0.205487450757507	-3.66256209693617	2.49705195197234E-4	7.62872029661484E-4	RPL3	60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B)(TARBP-B) [Source:UniProtKB/Swiss-Prot;Acc:P39023]
ENSG00000100442	FKBP3	1.06152101845605	897.444828062822	0.182491189455732	0.471984086501547	0.636938147336407	0.71494238305999	FKBP3	FK506-binding protein 3 (EC 5.2.1.8)(Peptidyl-prolyl cis-trans isomerase)(PPIase)(Rotamase)(25 kDa FKBP)(FKBP-25)(Rapamycin-selective 25 kDa immunophilin) [Source:UniProtKB/Swiss-Prot;Acc:Q00688]
ENSG00000100568	VTI1B	1.15017588422687	668.710927284914	0.175336484152901	1.15124068502287	0.249633231690603	0.333465085688983	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1)(Vti1-rp1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UEU0]
